Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.3,6.5,58,N,24 13,33 18,1016.0,0.0,2025-10-15
11:00 pm,12.2,7.3,58,N,19 10,24 13,1016.2,0.0,2025-10-15
10:30 pm,12.6,7.7,56,N,19 10,24 13,1016.2,0.0,2025-10-15
10:00 pm,12.8,8.4,57,NNW,17 9,24 13,1016.2,0.0,2025-10-15
9:30 pm,13.2,8.7,55,N,17 9,22 12,1016.2,0.0,2025-10-15
9:00 pm,13.6,8.5,52,N,20 11,32 17,1015.9,0.0,2025-10-15
8:30 pm,14.0,8.6,53,N,22 12,32 17,1015.7,0.0,2025-10-15
8:00 pm,14.2,9.3,51,N,19 10,26 14,1015.5,0.0,2025-10-15
7:30 pm,14.6,9.7,49,NNW,19 10,28 15,1015.4,0.0,2025-10-15
7:00 pm,14.8,9.4,50,N,22 12,30 16,1015.0,0.0,2025-10-15
6:30 pm,15.5,10.1,48,N,22 12,35 19,1014.7,0.0,2025-10-15
6:00 pm,16.4,12.0,46,N,17 9,32 17,1014.4,0.0,2025-10-15
5:30 pm,16.6,10.8,45,NNW,24 13,41 22,1014.0,0.0,2025-10-15
5:00 pm,16.8,11.4,44,N,22 12,37 20,1013.7,0.0,2025-10-15
4:32 pm,17.4,10.9,43,N,28 15,46 25,1013.4,0.0,2025-10-15
4:30 pm,17.3,10.2,40,N,30 16,46 25,1013.4,0.0,2025-10-15
4:12 pm,17.7,11.1,41,N,28 15,46 25,1013.2,0.0,2025-10-15
4:00 pm,18.1,12.8,42,N,22 12,37 20,1013.1,0.0,2025-10-15
3:30 pm,18.0,11.3,39,N,28 15,54 29,1012.8,0.0,2025-10-15
3:00 pm,17.0,9.6,42,N,32 17,54 29,1012.9,0.0,2025-10-15
2:30 pm,17.6,10.3,42,N,32 17,54 29,1012.6,0.0,2025-10-15
2:00 pm,18.3,10.7,39,N,33 18,52 28,1012.6,0.0,2025-10-15
1:30 pm,17.5,10.6,43,N,30 16,50 27,1012.5,0.0,2025-10-15
1:04 pm,17.5,10.6,42,N,30 16,50 27,1012.3,0.0,2025-10-15
1:00 pm,17.4,10.5,42,NNW,30 16,46 25,1012.5,0.0,2025-10-15
12:30 pm,17.4,10.0,41,N,32 17,52 28,1012.1,0.0,2025-10-15
12:11 pm,17.7,11.3,44,N,28 15,52 28,1012.0,0.0,2025-10-15
12:00 pm,17.6,12.8,45,N,20 11,35 19,1012.1,0.0,2025-10-15
11:30 am,17.3,10.9,45,N,28 15,57 31,1011.8,0.0,2025-10-15
11:00 am,16.7,8.8,44,N,35 19,56 30,1011.9,0.0,2025-10-15
10:30 am,16.8,10.1,42,N,28 15,61 33,1011.7,0.0,2025-10-15
10:06 am,16.1,9.3,41,NW,28 15,59 32,1011.4,0.0,2025-10-15
10:00 am,15.9,9.2,44,NW,28 15,54 29,1011.4,0.0,2025-10-15
9:51 am,15.6,8.6,46,N,30 16,54 29,1011.2,0.0,2025-10-15
9:30 am,14.8,9.0,49,NNW,24 13,41 22,1010.7,0.0,2025-10-15
9:00 am,13.5,5.9,53,N,33 18,54 29,1010.5,0.0,2025-10-15
8:51 am,13.3,6.3,54,N,30 16,50 27,1010.5,0.0,2025-10-15
8:30 am,13.3,7.7,51,N,22 12,44 24,1010.5,0.0,2025-10-15
8:01 am,12.8,5.7,53,N,30 16,48 26,1010.1,0.0,2025-10-15
8:00 am,12.8,5.6,52,N,30 16,46 25,1010.1,0.0,2025-10-15
7:47 am,12.7,5.9,52,N,28 15,46 25,1010.1,0.0,2025-10-15
7:30 am,13.0,7.7,50,NNW,20 11,37 20,1009.9,0.0,2025-10-15
7:14 am,12.9,6.1,51,N,28 15,54 29,1009.8,0.0,2025-10-15
