Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,16.6,18.3,91,CALM,0 0,0 0,1017.3,0.0,2025-09-21
11:00 pm,16.7,18.4,90,CALM,0 0,0 0,1017.4,0.0,2025-09-21
10:30 pm,16.5,18.0,89,CALM,0 0,0 0,1017.3,0.0,2025-09-21
10:00 pm,16.8,18.4,89,CALM,0 0,0 0,1017.3,0.0,2025-09-21
9:30 pm,17.1,18.6,86,CALM,0 0,0 0,1017.3,0.0,2025-09-21
9:00 pm,17.6,19.1,83,CALM,0 0,0 0,1017.4,0.0,2025-09-21
8:30 pm,17.7,19.2,82,CALM,0 0,0 0,1017.3,0.0,2025-09-21
8:00 pm,18.4,19.7,76,CALM,0 0,2 1,1017.3,0.0,2025-09-21
7:30 pm,19.6,20.3,72,E,4 2,6 3,1016.8,0.0,2025-09-21
7:00 pm,20.1,20.8,70,E,4 2,7 4,1016.3,0.0,2025-09-21
6:30 pm,20.6,20.9,68,E,6 3,9 5,1015.9,0.0,2025-09-21
