Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
4:00 am,25.1,25.0,49,SSE,7 4,11 6,1008.6,0.0,2024-02-03
3:30 am,25.2,25.4,50,SE,6 3,7 4,1008.6,0.0,2024-02-03
3:00 am,26.0,25.5,50,S,11 6,17 9,1008.9,0.0,2024-02-03
2:30 am,26.4,26.0,47,SSE,9 5,13 7,1009.0,0.0,2024-02-03
2:00 am,26.3,27.1,54,SSE,7 4,11 6,1009.1,0.0,2024-02-03
1:30 am,26.3,27.1,54,S,7 4,11 6,1009.2,0.0,2024-02-03
1:00 am,26.8,27.0,43,SSW,4 2,11 6,1009.3,0.0,2024-02-03
12:30 am,27.5,26.6,37,SSW,7 4,13 7,1009.3,0.0,2024-02-03
12:00 am,27.5,26.8,38,S,7 4,13 7,1009.4,0.0,2024-02-03
11:30 pm,27.8,26.8,38,S,9 5,19 10,1009.6,0.0,2024-02-02
11:00 pm,28.2,26.9,37,SSE,11 6,20 11,1009.6,0.0,2024-02-02
10:30 pm,28.3,27.3,40,SSE,11 6,17 9,1009.7,0.0,2024-02-02
10:00 pm,28.1,27.3,42,SSE,11 6,20 11,1009.7,0.0,2024-02-02
9:30 pm,28.3,27.0,41,S,13 7,22 12,1009.8,0.0,2024-02-02
9:00 pm,28.5,26.9,41,S,15 8,26 14,1009.6,0.0,2024-02-02
8:30 pm,28.9,27.7,39,S,13 7,24 13,1009.5,0.0,2024-02-02
8:00 pm,29.1,28.1,41,S,13 7,20 11,1009.4,0.0,2024-02-02
7:30 pm,29.7,28.2,39,S,15 8,30 16,1009.0,0.0,2024-02-02
7:00 pm,29.9,29.4,39,SSW,11 6,20 11,1008.9,0.0,2024-02-02
6:30 pm,31.5,30.6,33,SSW,11 6,19 10,1008.7,0.0,2024-02-02
6:00 pm,32.3,29.8,27,SSW,15 8,24 13,1008.5,0.0,2024-02-02
5:30 pm,32.6,29.6,24,S,15 8,26 14,1008.5,0.0,2024-02-02
5:00 pm,31.8,27.1,27,SSW,26 14,37 20,1008.4,0.0,2024-02-02
4:30 pm,33.7,28.4,19,SSW,24 13,35 19,1008.1,0.0,2024-02-02
4:00 pm,34.8,30.7,20,SSW,20 11,35 19,1008.2,0.0,2024-02-02
3:30 pm,37.2,33.7,18,SSW,17 9,26 14,1008.3,0.0,2024-02-02
3:00 pm,37.7,35.2,20,SSW,15 8,30 16,1008.5,0.0,2024-02-02
2:30 pm,37.2,34.4,21,SSW,17 9,28 15,1008.8,0.0,2024-02-02
2:00 pm,36.1,32.8,22,SSW,19 10,32 17,1009.0,0.0,2024-02-02
1:30 pm,33.6,29.7,27,SSW,24 13,43 23,1009.3,0.0,2024-02-02
1:00 pm,33.9,30.8,29,S,22 12,39 21,1009.4,0.0,2024-02-02
12:30 pm,35.3,33.2,32,SSW,22 12,32 17,1009.3,0.0,2024-02-02
12:00 pm,36.9,35.6,28,SW,17 9,26 14,1009.4,0.0,2024-02-02
11:30 am,36.5,36.7,35,SW,15 8,20 11,1009.7,0.0,2024-02-02
11:00 am,38.2,39.3,28,SSE,7 4,17 9,1010.1,0.0,2024-02-02
10:30 am,38.3,36.6,18,NNE,9 5,15 8,1010.3,0.0,2024-02-02
10:00 am,37.5,36.4,20,ENE,7 4,15 8,1010.7,0.0,2024-02-02
9:30 am,36.5,36.4,23,ESE,4 2,11 6,1011.2,0.0,2024-02-02
9:00 am,34.8,34.1,25,ENE,7 4,15 8,1011.2,0.0,2024-02-02
8:30 am,33.8,33.9,26,NE,2 1,9 5,1011.5,0.0,2024-02-02
8:00 am,31.7,31.4,29,E,4 2,9 5,1011.5,0.0,2024-02-02
7:30 am,28.0,29.7,46,CALM,0 0,0 0,1011.6,0.0,2024-02-02
7:00 am,23.6,25.8,65,CALM,0 0,0 0,1011.6,0.0,2024-02-02
6:30 am,21.3,23.5,74,CALM,0 0,0 0,1011.5,0.0,2024-02-02
6:00 am,20.6,22.4,73,CALM,0 0,0 0,1011.5,0.0,2024-02-02
5:30 am,20.8,22.6,71,CALM,0 0,0 0,1011.3,0.0,2024-02-02
5:00 am,20.9,22.1,69,SSE,2 1,6 3,1011.4,0.0,2024-02-02
4:30 am,21.4,22.7,63,CALM,0 0,0 0,1011.2,0.0,2024-02-02
4:00 am,21.6,23.0,63,CALM,0 0,0 0,1011.1,0.0,2024-02-02
3:30 am,22.1,23.2,58,CALM,0 0,0 0,1011.2,0.0,2024-02-02
3:00 am,22.7,23.9,56,CALM,0 0,0 0,1011.4,0.0,2024-02-02
2:30 am,23.3,24.3,53,CALM,0 0,0 0,1011.4,0.0,2024-02-02
2:00 am,24.1,24.7,50,SSE,2 1,7 4,1011.5,0.0,2024-02-02
1:30 am,25.2,25.8,47,SSE,2 1,9 5,1011.3,0.0,2024-02-02
1:00 am,25.8,26.4,42,CALM,0 0,7 4,1011.6,0.0,2024-02-02
12:30 am,27.9,27.2,36,SSE,6 3,9 5,1011.6,0.0,2024-02-02
12:00 am,26.9,27.2,40,SSE,2 1,7 4,1011.8,0.0,2024-02-02
11:30 pm,29.6,28.1,31,SSE,9 5,15 8,1011.9,0.0,2024-02-01
11:00 pm,30.3,28.7,29,SSE,9 5,15 8,1012.0,0.0,2024-02-01
10:30 pm,30.9,28.8,27,SSE,11 6,17 9,1012.1,0.0,2024-02-01
10:00 pm,31.3,29.4,25,SSE,9 5,20 11,1012.3,0.0,2024-02-01
9:30 pm,32.4,29.5,22,S,13 7,19 10,1012.2,0.0,2024-02-01
9:00 pm,32.0,30.1,22,S,7 4,15 8,1012.0,0.0,2024-02-01
8:30 pm,31.4,30.3,24,SSW,4 2,9 5,1011.7,0.0,2024-02-01
8:00 pm,32.7,30.8,21,S,7 4,13 7,1011.6,0.0,2024-02-01
7:30 pm,33.3,31.3,20,SSW,7 4,11 6,1011.5,0.0,2024-02-01
7:00 pm,33.9,32.4,21,S,6 3,11 6,1011.4,0.0,2024-02-01
6:30 pm,34.7,31.9,18,S,11 6,19 10,1011.2,0.0,2024-02-01
6:00 pm,35.6,32.8,19,S,13 7,22 12,1011.1,0.0,2024-02-01
5:30 pm,37.5,33.6,14,SSW,15 8,32 17,1010.8,0.0,2024-02-01
5:00 pm,39.0,35.6,15,SSW,15 8,24 13,1010.7,0.0,2024-02-01
4:30 pm,38.9,35.1,15,SW,17 9,30 16,1010.8,0.0,2024-02-01
4:00 pm,39.4,34.7,13,SW,20 11,33 18,1011.0,0.0,2024-02-01
3:30 pm,39.5,35.8,15,WSW,17 9,30 16,1011.1,0.0,2024-02-01
3:00 pm,40.6,36.8,12,WSW,15 8,22 12,1011.2,0.0,2024-02-01
2:30 pm,40.8,36.5,10,W,15 8,24 13,1011.3,0.0,2024-02-01
2:00 pm,40.7,37.3,12,WSW,13 7,22 12,1011.5,0.0,2024-02-01
1:30 pm,39.1,35.5,14,WSW,15 8,22 12,1011.8,0.0,2024-02-01
1:00 pm,38.9,35.9,17,SW,15 8,22 12,1012.1,0.0,2024-02-01
12:30 pm,37.5,35.1,19,WSW,13 7,22 12,1012.2,0.0,2024-02-01
12:00 pm,38.5,35.7,18,WSW,15 8,24 13,1012.4,0.0,2024-02-01
11:30 am,37.8,34.7,19,SW,17 9,26 14,1012.5,0.0,2024-02-01
11:00 am,41.8,38.8,13,N,13 7,30 16,1012.3,0.0,2024-02-01
10:30 am,40.9,39.0,15,N,9 5,17 9,1012.6,0.0,2024-02-01
10:00 am,38.4,38.5,20,N,2 1,7 4,1012.8,0.0,2024-02-01
9:30 am,36.0,35.2,22,NNE,6 3,13 7,1013.1,0.0,2024-02-01
9:00 am,34.3,33.2,24,NE,7 4,11 6,1013.3,0.0,2024-02-01
8:30 am,33.0,32.2,26,E,6 3,9 5,1013.4,0.0,2024-02-01
8:00 am,30.9,30.3,31,ESE,6 3,11 6,1013.4,0.0,2024-02-01
7:30 am,29.3,28.2,34,E,9 5,19 10,1013.6,0.0,2024-02-01
7:00 am,27.4,26.4,39,E,9 5,15 8,1013.5,0.0,2024-02-01
6:30 am,24.9,24.5,46,ESE,6 3,13 7,1013.6,0.0,2024-02-01
6:00 am,23.5,24.4,55,E,2 1,9 5,1013.5,0.0,2024-02-01
5:30 am,22.4,23.6,63,NE,2 1,6 3,1013.5,0.0,2024-02-01
5:00 am,22.4,24.0,63,CALM,0 0,0 0,1013.1,0.0,2024-02-01
4:30 am,22.1,24.6,74,CALM,0 0,0 0,1013.0,0.0,2024-02-01
4:00 am,21.9,24.4,75,CALM,0 0,0 0,1012.9,0.0,2024-02-01
3:30 am,22.6,25.4,75,CALM,0 0,0 0,1012.8,0.0,2024-02-01
3:00 am,22.6,25.4,75,CALM,0 0,0 0,1012.8,0.0,2024-02-01
2:30 am,23.0,25.9,75,CALM,0 0,0 0,1012.9,0.0,2024-02-01
