Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
4:00 pm,24.5,21.9,51,SW,20 11,33 18,1016.5,0.0,2025-02-13
3:30 pm,24.4,22.0,52,SW,19 10,39 21,1016.7,0.0,2025-02-13
3:00 pm,25.5,23.7,47,SSW,15 8,28 15,1016.7,0.0,2025-02-13
2:30 pm,24.6,21.5,46,SW,20 11,32 17,1017.0,0.0,2025-02-13
2:00 pm,25.3,22.5,42,SSW,17 9,28 15,1017.4,0.0,2025-02-13
1:30 pm,24.7,21.9,43,SSW,17 9,28 15,1018.0,0.0,2025-02-13
1:00 pm,25.5,23.4,37,S,11 6,22 12,1018.4,0.0,2025-02-13
12:30 pm,24.7,23.0,39,S,9 5,17 9,1019.0,0.0,2025-02-13
12:00 pm,23.8,22.0,40,SE,9 5,17 9,1019.4,0.0,2025-02-13
11:30 am,23.3,21.0,44,SSE,13 7,24 13,1020.2,0.0,2025-02-13
11:00 am,22.4,20.9,47,SE,9 5,17 9,1020.8,0.0,2025-02-13
10:30 am,20.9,18.8,49,SE,11 6,19 10,1021.2,0.0,2025-02-13
10:00 am,20.1,18.8,52,SE,7 4,19 10,1021.4,0.0,2025-02-13
9:30 am,19.5,17.6,56,E,11 6,17 9,1021.6,0.0,2025-02-13
9:00 am,18.7,16.5,55,ESE,11 6,24 13,1022.1,0.0,2025-02-13
8:30 am,17.5,15.7,59,SE,9 5,17 9,1022.1,0.0,2025-02-13
8:00 am,16.8,15.0,62,SSE,9 5,15 8,1021.8,0.0,2025-02-13
7:30 am,16.1,14.3,65,SSE,9 5,15 8,1021.5,0.0,2025-02-13
7:00 am,15.3,13.5,68,SSE,9 5,15 8,1021.1,0.0,2025-02-13
6:30 am,14.4,13.1,71,SSE,6 3,11 6,1021.0,0.0,2025-02-13
6:00 am,14.2,12.8,70,SSE,6 3,7 4,1020.5,0.0,2025-02-13
5:30 am,14.5,12.5,68,SSE,9 5,11 6,1020.1,0.0,2025-02-13
5:00 am,14.4,13.4,69,SSE,4 2,9 5,1019.6,0.0,2025-02-13
4:30 am,15.0,13.6,66,SSE,6 3,9 5,1019.2,0.0,2025-02-13
4:00 am,15.3,13.6,64,SSE,7 4,13 7,1018.7,0.0,2025-02-13
3:30 am,15.7,13.6,62,SSE,9 5,13 7,1018.5,0.0,2025-02-13
3:00 am,16.0,14.0,62,SSE,9 5,15 8,1018.3,0.0,2025-02-13
2:30 am,15.8,14.2,63,SSE,7 4,11 6,1017.9,0.0,2025-02-13
2:00 am,16.0,14.1,63,SSE,9 5,13 7,1017.5,0.0,2025-02-13
