Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
4:00 am,12.6,9.1,61,SW,13 7,26 14,1013.6,8.4,2025-09-15
3:30 am,12.3,8.9,66,SW,13 7,24 13,1013.6,8.2,2025-09-15
3:00 am,12.0,9.0,66,SW,11 6,22 12,1013.4,8.2,2025-09-15
2:30 am,12.1,9.0,73,SW,13 7,24 13,1013.5,8.2,2025-09-15
2:00 am,11.5,9.2,77,SW,9 5,13 7,1013.2,8.2,2025-09-15
1:30 am,12.5,10.1,68,SW,9 5,24 13,1013.2,7.8,2025-09-15
1:00 am,12.8,10.4,67,SSW,9 5,19 10,1013.2,7.8,2025-09-15
12:30 am,13.1,9.0,62,SW,17 9,33 18,1013.1,7.8,2025-09-15
12:00 am,13.9,9.4,52,WSW,17 9,28 15,1012.9,7.8,2025-09-15
11:30 pm,13.5,9.7,52,WSW,13 7,28 15,1012.8,7.8,2025-09-14
11:00 pm,13.6,8.9,50,WSW,17 9,33 18,1012.8,7.8,2025-09-14
10:30 pm,13.6,8.9,49,WSW,17 9,30 16,1012.7,7.8,2025-09-14
10:00 pm,13.5,8.9,51,WSW,17 9,30 16,1012.8,7.8,2025-09-14
9:30 pm,13.3,9.3,64,SW,17 9,26 14,1012.8,7.8,2025-09-14
9:00 pm,13.9,8.8,48,WSW,19 10,39 21,1012.5,7.8,2025-09-14
8:30 pm,14.0,9.0,53,WSW,20 11,43 23,1012.3,7.8,2025-09-14
8:00 pm,13.8,8.6,50,WSW,20 11,35 19,1011.9,7.8,2025-09-14
7:30 pm,12.8,9.6,67,WSW,13 7,26 14,1011.6,7.8,2025-09-14
7:00 pm,14.1,9.2,54,WSW,20 11,43 23,1011.0,7.8,2025-09-14
6:30 pm,14.3,8.1,51,WSW,26 14,44 24,1010.3,7.8,2025-09-14
6:00 pm,13.4,9.3,69,WSW,19 10,32 17,1009.8,7.8,2025-09-14
5:30 pm,13.9,10.9,74,W,15 8,33 18,1009.3,7.4,2025-09-14
5:00 pm,14.7,10.8,67,W,19 10,39 21,1008.7,6.4,2025-09-14
4:30 pm,13.9,11.4,76,W,13 7,24 13,1008.5,6.4,2025-09-14
4:00 pm,16.1,12.8,65,W,17 9,32 17,1008.1,5.6,2025-09-14
3:30 pm,13.4,8.5,80,W,26 14,59 32,1008.4,5.6,2025-09-14
3:00 pm,17.1,13.0,58,W,20 11,37 20,1007.6,5.2,2025-09-14
2:30 pm,14.9,10.5,74,WSW,24 13,52 28,1007.7,5.0,2025-09-14
2:00 pm,17.4,12.7,53,W,22 12,52 28,1007.1,5.0,2025-09-14
1:30 pm,17.0,12.7,60,W,22 12,44 24,1007.2,5.0,2025-09-14
1:00 pm,16.6,12.0,63,WSW,24 13,43 23,1007.2,4.8,2025-09-14
12:30 pm,16.7,12.6,65,W,22 12,37 20,1007.2,4.6,2025-09-14
12:09 pm,16.9,13.5,69,W,20 11,48 26,1007.3,4.6,2025-09-14
12:00 pm,17.5,14.4,68,WNW,19 10,39 21,1007.1,4.6,2025-09-14
11:30 am,16.2,13.1,77,W,20 11,35 19,1007.1,4.6,2025-09-14
11:00 am,15.2,12.8,84,WNW,17 9,37 20,1006.9,4.4,2025-09-14
10:30 am,14.9,11.9,86,WNW,20 11,41 22,1006.8,3.8,2025-09-14
10:00 am,16.0,14.0,87,WNW,17 9,37 20,1006.8,1.0,2025-09-14
9:30 am,15.6,12.6,82,W,20 11,41 22,1006.9,0.4,2025-09-14
9:00 am,16.5,13.5,68,NW,17 9,32 17,1006.7,11.8,2025-09-14
8:30 am,17.5,13.6,65,NW,22 12,43 23,1006.4,11.4,2025-09-14
8:00 am,17.3,14.4,67,NW,17 9,41 22,1006.7,11.4,2025-09-14
7:30 am,16.9,13.5,69,NW,20 11,41 22,1006.7,11.4,2025-09-14
7:00 am,16.7,14.0,66,NW,15 8,33 18,1006.7,11.2,2025-09-14
6:30 am,16.8,14.4,64,NW,13 7,33 18,1006.5,11.2,2025-09-14
6:00 am,16.4,13.6,66,NW,15 8,32 17,1006.5,11.2,2025-09-14
5:30 am,16.1,14.2,70,NW,11 6,20 11,1006.7,11.2,2025-09-14
5:00 am,16.1,14.3,71,NW,11 6,22 12,1006.8,11.2,2025-09-14
4:30 am,16.2,13.9,69,NW,13 7,30 16,1007.1,11.2,2025-09-14
4:00 am,15.9,15.0,87,NW,11 6,20 11,1007.4,11.2,2025-09-14
3:30 am,15.6,15.7,93,NW,7 4,17 9,1007.8,11.2,2025-09-14
3:00 am,15.2,15.1,98,NW,9 5,19 10,1008.0,11.2,2025-09-14
