Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
4:00 pm,18.3,15.7,56,SSW,13 7,24 13,1026.1,0.0,2024-09-08
3:30 pm,18.7,15.5,57,SSW,17 9,28 15,1026.6,0.0,2024-09-08
3:00 pm,18.9,15.5,58,SSW,19 10,28 15,1026.6,0.0,2024-09-08
2:30 pm,19.1,16.1,58,SSW,17 9,24 13,1027.0,0.0,2024-09-08
2:00 pm,19.1,16.4,57,SSW,15 8,22 12,1027.2,0.0,2024-09-08
1:30 pm,19.7,18.3,52,S,7 4,13 7,1027.4,0.0,2024-09-08
1:00 pm,20.0,18.9,52,SSW,6 3,13 7,1027.9,0.0,2024-09-08
12:30 pm,19.6,18.8,58,S,6 3,9 5,1028.5,0.0,2024-09-08
12:00 pm,18.7,17.6,57,SSE,6 3,13 7,1028.9,0.0,2024-09-08
11:30 am,18.0,16.8,57,SW,6 3,13 7,1029.4,0.0,2024-09-08
11:00 am,17.2,15.9,63,SSW,7 4,13 7,1029.8,0.0,2024-09-08
10:30 am,17.9,16.9,61,SSW,6 3,7 4,1029.9,0.0,2024-09-08
10:00 am,17.0,16.3,64,S,4 2,11 6,1030.2,0.0,2024-09-08
9:30 am,16.9,15.9,68,SSW,7 4,11 6,1030.1,0.0,2024-09-08
9:00 am,15.6,14.6,71,SSW,6 3,11 6,1030.3,0.0,2024-09-08
8:30 am,14.2,13.6,78,SSW,4 2,9 5,1030.5,0.0,2024-09-08
8:00 am,12.7,11.4,84,SSW,7 4,11 6,1030.6,0.0,2024-09-08
7:30 am,11.9,11.2,88,SSW,4 2,9 5,1030.7,0.0,2024-09-08
7:00 am,11.4,10.8,93,SSW,4 2,7 4,1030.3,0.0,2024-09-08
6:30 am,11.0,11.1,95,CALM,0 0,0 0,1030.0,0.0,2024-09-08
6:00 am,10.7,10.8,96,CALM,0 0,0 0,1029.9,0.0,2024-09-08
5:30 am,10.5,10.4,94,CALM,0 0,0 0,1029.6,0.0,2024-09-08
5:00 am,10.3,10.1,93,CALM,0 0,0 0,1029.3,0.0,2024-09-08
4:30 am,10.6,10.4,90,CALM,0 0,0 0,1029.0,0.0,2024-09-08
4:00 am,11.5,11.5,89,CALM,0 0,0 0,1028.9,0.0,2024-09-08
3:30 am,11.8,11.9,89,CALM,0 0,0 0,1029.0,0.0,2024-09-08
3:00 am,12.0,12.1,88,CALM,0 0,0 0,1029.4,0.0,2024-09-08
2:30 am,12.0,12.1,88,CALM,0 0,0 0,1029.4,0.0,2024-09-08
2:00 am,11.9,12.0,89,CALM,0 0,0 0,1029.5,0.0,2024-09-08
1:30 am,12.0,12.0,87,CALM,0 0,0 0,1029.6,0.0,2024-09-08
1:00 am,12.4,12.6,88,CALM,0 0,0 0,1029.8,0.0,2024-09-08
12:30 am,12.2,12.4,89,CALM,0 0,0 0,1030.1,0.0,2024-09-08
12:00 am,12.1,12.3,91,CALM,0 0,0 0,1030.1,0.0,2024-09-08
11:30 pm,11.6,11.7,92,CALM,0 0,0 0,1030.1,0.0,2024-09-07
11:00 pm,11.0,10.9,91,CALM,0 0,0 0,1030.0,0.0,2024-09-07
10:30 pm,10.8,10.6,90,CALM,0 0,0 0,1030.1,0.0,2024-09-07
10:00 pm,11.4,11.3,87,CALM,0 0,0 0,1030.3,0.0,2024-09-07
9:30 pm,12.1,12.1,85,CALM,0 0,0 0,1030.2,0.0,2024-09-07
9:00 pm,12.6,12.5,82,CALM,0 0,0 0,1030.3,0.0,2024-09-07
8:30 pm,13.3,13.1,76,CALM,0 0,0 0,1030.5,0.0,2024-09-07
8:00 pm,14.5,14.5,73,CALM,0 0,0 0,1030.2,0.0,2024-09-07
7:30 pm,14.8,14.7,70,CALM,0 0,0 0,1030.1,0.0,2024-09-07
7:00 pm,15.6,14.2,67,SSW,7 4,13 7,1029.9,0.0,2024-09-07
6:30 pm,15.9,14.3,69,SSW,9 5,11 6,1029.7,0.0,2024-09-07
6:00 pm,16.3,14.7,67,SSW,9 5,17 9,1029.6,0.0,2024-09-07
5:30 pm,16.5,14.3,63,SSW,11 6,19 10,1029.4,0.0,2024-09-07
5:00 pm,17.2,14.2,59,SSW,15 8,22 12,1029.1,0.0,2024-09-07
4:30 pm,17.6,15.4,59,SSW,11 6,19 10,1028.9,0.0,2024-09-07
4:00 pm,18.1,15.7,54,SSW,11 6,19 10,1028.8,0.0,2024-09-07
3:30 pm,18.9,16.9,52,SW,9 5,19 10,1028.7,0.0,2024-09-07
3:00 pm,18.3,14.5,49,SSW,17 9,28 15,1028.9,0.0,2024-09-07
2:30 pm,18.5,15.5,49,SW,13 7,22 12,1028.8,0.0,2024-09-07
2:00 pm,19.0,15.6,53,SSW,17 9,24 13,1028.8,0.0,2024-09-07
1:30 pm,19.1,16.4,52,SSW,13 7,20 11,1028.8,0.0,2024-09-07
1:00 pm,18.4,15.7,54,SSW,13 7,20 11,1029.0,0.0,2024-09-07
12:30 pm,17.9,15.2,56,SSW,13 7,26 14,1029.2,0.0,2024-09-07
12:00 pm,18.7,15.8,50,WSW,13 7,20 11,1029.4,0.0,2024-09-07
11:30 am,18.6,16.0,55,SSW,13 7,22 12,1029.6,0.0,2024-09-07
11:00 am,18.5,17.2,57,WSW,7 4,15 8,1029.7,0.0,2024-09-07
10:30 am,17.4,16.3,62,W,6 3,13 7,1029.7,0.0,2024-09-07
10:00 am,17.6,18.2,69,CALM,0 0,0 0,1029.9,0.0,2024-09-07
