Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
4:00 am,21.8,19.5,49,NE,13 7,17 9,1015.5,0.0,2025-04-22
3:30 am,22.2,19.9,47,NE,13 7,22 12,1015.4,0.0,2025-04-22
3:00 am,22.6,19.5,46,NE,17 9,26 14,1015.3,0.0,2025-04-22
2:30 am,22.8,19.7,45,NE,17 9,28 15,1015.5,0.0,2025-04-22
2:00 am,23.2,19.7,44,NE,19 10,30 16,1015.5,0.0,2025-04-22
1:30 am,23.3,20.2,44,NE,17 9,30 16,1015.6,0.0,2025-04-22
1:00 am,23.0,20.5,47,NE,15 8,26 14,1015.7,0.0,2025-04-22
12:30 am,23.0,20.6,48,NE,15 8,24 13,1015.7,0.0,2025-04-22
12:00 am,23.2,20.4,47,NE,17 9,32 17,1015.9,0.0,2025-04-22
11:30 pm,23.3,20.6,48,NE,17 9,26 14,1015.9,0.0,2025-04-21
11:00 pm,23.3,21.4,48,NE,13 7,24 13,1016.0,0.0,2025-04-21
10:30 pm,23.4,21.1,48,NE,15 8,22 12,1016.0,0.0,2025-04-21
10:00 pm,24.0,20.9,46,NE,19 10,32 17,1016.2,0.0,2025-04-21
9:30 pm,23.2,21.1,51,NE,15 8,26 14,1016.3,0.0,2025-04-21
9:00 pm,22.6,21.3,53,NE,11 6,20 11,1016.2,0.0,2025-04-21
8:30 pm,23.2,21.5,51,NE,13 7,26 14,1016.0,0.0,2025-04-21
8:00 pm,23.8,22.0,48,NE,13 7,30 16,1016.0,0.0,2025-04-21
7:30 pm,23.9,22.1,48,NE,13 7,22 12,1016.2,0.0,2025-04-21
7:00 pm,24.2,21.6,46,NE,17 9,32 17,1015.8,0.0,2025-04-21
6:30 pm,24.4,22.5,45,NE,13 7,20 11,1015.7,0.0,2025-04-21
6:00 pm,24.9,22.9,43,ENE,13 7,22 12,1015.6,0.0,2025-04-21
5:30 pm,25.2,22.7,41,NE,15 8,28 15,1015.3,0.0,2025-04-21
5:00 pm,25.3,23.1,44,NE,15 8,24 13,1015.2,0.0,2025-04-21
4:30 pm,26.3,23.1,38,NE,19 10,26 14,1015.3,0.0,2025-04-21
4:00 pm,26.9,23.4,37,NE,20 11,32 17,1015.7,0.0,2025-04-21
3:30 pm,27.4,25.9,38,NE,11 6,19 10,1015.0,0.0,2025-04-21
3:00 pm,27.4,24.4,38,NE,19 10,26 14,1014.7,0.0,2025-04-21
2:30 pm,27.8,25.8,36,ENE,13 7,20 11,1014.7,0.0,2025-04-21
2:00 pm,27.2,24.4,37,NE,17 9,24 13,1015.1,0.0,2025-04-21
1:30 pm,26.8,24.1,36,NE,15 8,24 13,1015.5,0.0,2025-04-21
1:00 pm,26.9,23.8,35,NNE,17 9,28 15,1015.9,0.0,2025-04-21
12:30 pm,26.6,24.2,35,ENE,13 7,24 13,1016.1,0.0,2025-04-21
12:00 pm,26.3,22.9,34,NE,17 9,28 15,1016.4,0.0,2025-04-21
11:30 am,25.7,22.4,36,NE,17 9,24 13,1016.9,0.0,2025-04-21
11:00 am,25.4,23.1,39,NE,13 7,20 11,1017.3,0.0,2025-04-21
10:30 am,24.4,21.5,39,NE,15 8,28 15,1017.6,0.0,2025-04-21
10:00 am,23.0,19.6,41,NE,17 9,28 15,1017.8,0.0,2025-04-21
9:30 am,22.3,19.6,43,ENE,13 7,22 12,1017.9,0.0,2025-04-21
9:00 am,20.9,18.3,48,ENE,13 7,24 13,1018.1,0.0,2025-04-21
8:30 am,19.6,17.7,51,E,9 5,17 9,1018.2,0.0,2025-04-21
8:00 am,17.9,15.9,54,E,9 5,15 8,1018.2,0.0,2025-04-21
7:30 am,16.5,14.4,58,ENE,9 5,15 8,1018.0,0.0,2025-04-21
7:00 am,16.2,13.7,59,ENE,11 6,19 10,1017.8,0.0,2025-04-21
6:30 am,15.8,13.7,60,ENE,9 5,15 8,1017.6,0.0,2025-04-21
6:00 am,16.0,13.8,59,ENE,9 5,15 8,1017.4,0.0,2025-04-21
5:30 am,15.7,13.9,60,ENE,7 4,9 5,1017.3,0.0,2025-04-21
5:00 am,15.5,13.7,61,ENE,7 4,11 6,1016.9,0.0,2025-04-21
4:30 am,15.0,13.4,62,E,6 3,11 6,1016.5,0.0,2025-04-21
4:00 am,14.6,12.8,61,E,6 3,9 5,1016.6,0.0,2025-04-21
3:30 am,15.0,13.2,59,E,6 3,13 7,1016.5,0.0,2025-04-21
3:00 am,15.1,13.1,58,ESE,7 4,9 5,1016.5,0.0,2025-04-21
2:30 am,15.4,13.5,57,ENE,6 3,9 5,1016.7,0.0,2025-04-21
2:00 am,15.5,13.7,57,ENE,6 3,11 6,1016.7,0.0,2025-04-21
1:30 am,14.8,12.9,58,E,6 3,11 6,1016.8,0.0,2025-04-21
1:00 am,14.6,12.7,59,E,6 3,11 6,1016.8,0.0,2025-04-21
12:30 am,15.3,13.3,55,ESE,6 3,11 6,1016.8,0.0,2025-04-21
12:00 am,15.6,13.6,54,ESE,6 3,11 6,1017.1,0.0,2025-04-21
11:30 pm,16.6,14.5,49,E,6 3,9 5,1017.2,0.0,2025-04-20
11:00 pm,17.4,14.8,47,E,9 5,17 9,1017.6,0.0,2025-04-20
10:30 pm,17.6,15.0,47,E,9 5,19 10,1017.7,0.0,2025-04-20
10:00 pm,16.7,14.7,53,ESE,7 4,15 8,1017.9,0.0,2025-04-20
9:30 pm,15.1,13.9,62,ESE,4 2,7 4,1018.0,0.0,2025-04-20
9:00 pm,15.9,15.1,53,CALM,0 0,6 3,1018.1,0.0,2025-04-20
8:30 pm,15.9,14.2,52,ESE,4 2,9 5,1018.0,0.0,2025-04-20
8:00 pm,16.1,15.2,51,CALM,0 0,4 2,1018.0,0.0,2025-04-20
