Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,13.3,13.1,91,WSW,4 2,9 5,1018.3,0.0,2023-08-14
5:30 am,13.6,13.6,92,SSW,4 2,6 3,1018.0,0.0,2023-08-14
5:00 am,13.5,13.4,91,SW,4 2,6 3,1017.9,0.0,2023-08-14
4:30 am,13.9,13.9,91,WSW,4 2,9 5,1017.7,0.0,2023-08-14
4:00 am,14.1,14.2,92,SW,4 2,7 4,1017.8,0.0,2023-08-14
3:30 am,14.2,14.4,92,WSW,4 2,6 3,1017.8,0.0,2023-08-14
3:00 am,14.5,14.7,91,SW,4 2,9 5,1017.8,0.0,2023-08-14
2:30 am,14.6,15.5,90,CALM,0 0,2 1,1017.9,0.0,2023-08-14
2:00 am,15.2,15.5,89,SW,4 2,6 3,1018.1,0.0,2023-08-14
1:30 am,15.4,15.6,87,WSW,4 2,6 3,1018.3,0.0,2023-08-14
1:00 am,15.7,16.0,86,WSW,4 2,7 4,1018.6,0.0,2023-08-14
12:30 am,15.7,16.1,88,WSW,4 2,7 4,1018.7,0.0,2023-08-14
12:00 am,16.0,16.6,89,WSW,4 2,7 4,1018.8,0.0,2023-08-14
11:30 pm,15.9,16.9,90,WSW,2 1,6 3,1018.9,0.0,2023-08-13
11:00 pm,15.9,17.1,93,SW,2 1,6 3,1019.0,0.0,2023-08-13
10:30 pm,15.1,16.4,93,CALM,0 0,2 1,1018.9,0.0,2023-08-13
10:00 pm,15.4,16.6,91,CALM,0 0,0 0,1018.6,0.0,2023-08-13
9:30 pm,15.8,17.1,90,CALM,0 0,0 0,1018.5,0.0,2023-08-13
9:00 pm,16.1,17.4,88,CALM,0 0,0 0,1018.5,0.0,2023-08-13
8:30 pm,16.4,17.6,84,CALM,0 0,0 0,1018.5,0.0,2023-08-13
8:00 pm,17.2,18.4,81,CALM,0 0,0 0,1018.3,0.0,2023-08-13
7:30 pm,17.9,19.0,75,CALM,0 0,0 0,1018.0,0.0,2023-08-13
7:00 pm,18.9,19.9,70,CALM,0 0,2 1,1017.7,0.0,2023-08-13
6:30 pm,20.2,20.1,65,E,6 3,7 4,1017.3,0.0,2023-08-13
6:00 pm,21.1,21.0,61,E,6 3,13 7,1017.2,0.0,2023-08-13
5:30 pm,22.0,21.5,56,E,7 4,13 7,1016.9,0.0,2023-08-13
5:00 pm,23.4,22.3,43,ENE,6 3,11 6,1016.5,0.0,2023-08-13
4:30 pm,24.6,23.3,40,NNE,7 4,11 6,1015.9,0.0,2023-08-13
4:00 pm,25.9,23.9,34,NE,9 5,15 8,1015.6,0.0,2023-08-13
3:30 pm,29.0,26.5,17,SW,4 2,7 4,1015.4,0.0,2023-08-13
3:00 pm,28.7,26.2,17,WNW,4 2,6 3,1015.3,0.0,2023-08-13
2:30 pm,28.5,25.2,16,WSW,7 4,15 8,1015.6,0.0,2023-08-13
2:00 pm,28.1,24.9,17,WNW,7 4,15 8,1015.7,0.0,2023-08-13
1:30 pm,28.8,26.0,19,SW,7 4,19 10,1016.0,0.0,2023-08-13
1:00 pm,28.0,24.8,17,SW,7 4,13 7,1016.4,0.0,2023-08-13
12:30 pm,28.1,25.5,20,SW,6 3,13 7,1016.9,0.0,2023-08-13
12:00 pm,27.5,25.5,26,WSW,6 3,11 6,1017.4,0.0,2023-08-13
