Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,14.7,11.8,85,W,19 10,–,1022.0,0.0,2025-10-15
6:30 am,14.6,11.6,87,W,20 11,–,1021.7,0.0,2025-10-15
6:00 am,15.1,13.0,90,W,17 9,–,1021.0,0.0,2025-10-15
5:30 am,15.7,15.0,92,W,11 6,–,1020.5,0.0,2025-10-15
5:00 am,16.4,16.3,91,W,9 5,–,1020.3,0.0,2025-10-15
4:30 am,16.9,17.2,89,W,7 4,–,1020.1,0.0,2025-10-15
4:00 am,17.7,18.7,86,ESE,4 2,–,1019.9,0.0,2025-10-15
3:30 am,17.8,19.0,89,S,4 2,–,1019.7,0.0,2025-10-15
3:00 am,18.2,18.9,87,SSW,7 4,–,1019.7,0.0,2025-10-15
2:30 am,18.0,18.3,88,SSW,9 5,–,1019.6,0.0,2025-10-15
2:00 am,18.2,17.9,89,S,13 7,–,1019.6,0.0,2025-10-15
1:30 am,18.4,19.9,90,W,4 2,–,1019.4,0.0,2025-10-15
1:00 am,18.6,20.2,90,N,4 2,–,1019.3,0.0,2025-10-15
12:30 am,18.8,20.7,88,ESE,2 1,–,1019.5,0.0,2025-10-15
12:00 am,18.8,20.2,86,ESE,4 2,–,1019.5,0.0,2025-10-15
11:30 pm,19.0,20.3,84,E,4 2,–,1019.4,0.0,2025-10-14
11:00 pm,19.1,20.3,82,ENE,4 2,–,1019.4,0.0,2025-10-14
10:30 pm,19.2,19.8,81,ESE,7 4,–,1019.5,0.0,2025-10-14
10:00 pm,19.1,20.2,80,ENE,4 2,–,1019.3,0.0,2025-10-14
9:30 pm,19.2,20.3,80,E,4 2,–,1019.1,0.0,2025-10-14
9:00 pm,19.4,20.2,80,ESE,6 3,–,1018.8,0.0,2025-10-14
8:30 pm,19.4,20.3,81,ENE,6 3,–,1018.4,0.0,2025-10-14
8:00 pm,19.5,20.1,79,E,7 4,–,1017.9,0.0,2025-10-14
