Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,14.4,15.2,88,CALM,0 0,0 0,1013.0,0.0,2023-03-11
6:00 am,14.6,15.0,88,SE,2 1,6 3,1012.8,0.0,2023-03-11
5:30 am,14.4,15.2,88,CALM,0 0,0 0,1012.8,0.0,2023-03-11
5:00 am,14.5,15.3,87,CALM,0 0,0 0,1012.7,0.0,2023-03-11
4:30 am,14.7,15.5,87,CALM,0 0,0 0,1012.4,0.0,2023-03-11
4:00 am,14.7,15.5,86,CALM,0 0,0 0,1012.4,0.0,2023-03-11
3:30 am,14.9,15.6,84,CALM,0 0,0 0,1012.2,0.0,2023-03-11
3:00 am,15.0,15.8,85,CALM,0 0,0 0,1012.6,0.0,2023-03-11
2:30 am,15.1,15.9,84,CALM,0 0,0 0,1012.7,0.0,2023-03-11
2:00 am,14.9,15.6,84,CALM,0 0,0 0,1012.9,0.0,2023-03-11
1:30 am,15.3,16.0,81,CALM,0 0,0 0,1012.9,0.0,2023-03-11
1:00 am,16.8,16.2,75,NNE,7 4,11 6,1013.1,0.0,2023-03-11
12:30 am,16.0,16.6,77,CALM,0 0,6 3,1013.1,0.0,2023-03-11
12:00 am,16.5,17.2,76,CALM,0 0,7 4,1013.2,0.0,2023-03-11
11:30 pm,16.6,16.3,77,SSE,6 3,7 4,1013.3,0.0,2023-03-10
11:00 pm,17.4,18.2,73,CALM,0 0,0 0,1013.2,0.0,2023-03-10
10:30 pm,17.7,18.4,70,CALM,0 0,0 0,1013.1,0.0,2023-03-10
10:00 pm,18.5,19.1,66,CALM,0 0,4 2,1013.2,0.0,2023-03-10
9:30 pm,20.0,19.4,59,E,6 3,11 6,1013.2,0.0,2023-03-10
9:00 pm,20.4,18.7,56,SE,11 6,20 11,1013.1,0.0,2023-03-10
8:30 pm,20.3,19.3,60,SSW,9 5,13 7,1013.4,0.0,2023-03-10
8:00 pm,21.0,19.7,53,SW,9 5,17 9,1013.4,0.0,2023-03-10
7:30 pm,22.6,20.8,43,SSW,9 5,13 7,1013.2,0.0,2023-03-10
7:00 pm,23.3,21.0,40,SSW,11 6,17 9,1013.0,0.0,2023-03-10
6:30 pm,23.6,21.2,42,SSW,13 7,20 11,1012.9,0.0,2023-03-10
6:00 pm,24.7,22.6,43,SW,13 7,20 11,1012.6,0.0,2023-03-10
5:30 pm,25.6,23.7,39,SW,11 6,19 10,1012.3,0.0,2023-03-10
5:00 pm,25.4,22.9,34,SW,11 6,19 10,1012.5,0.0,2023-03-10
4:30 pm,25.9,23.9,37,WSW,11 6,17 9,1012.5,0.0,2023-03-10
4:00 pm,24.8,22.7,46,SW,15 8,24 13,1012.9,0.0,2023-03-10
3:30 pm,25.9,23.3,42,WSW,17 9,28 15,1012.9,0.0,2023-03-10
3:00 pm,26.5,25.4,35,NW,6 3,20 11,1013.1,0.0,2023-03-10
2:30 pm,25.7,23.6,37,NW,11 6,17 9,1013.4,0.0,2023-03-10
2:00 pm,25.1,24.1,45,N,9 5,13 7,1013.9,0.0,2023-03-10
1:30 pm,24.8,23.9,47,NNW,9 5,20 11,1014.7,0.0,2023-03-10
1:00 pm,23.4,22.2,47,N,9 5,20 11,1015.3,0.0,2023-03-10
12:30 pm,22.8,21.6,53,NNW,11 6,17 9,1015.6,0.0,2023-03-10
12:00 pm,21.7,20.4,56,NE,11 6,17 9,1016.0,0.0,2023-03-10
11:30 am,21.0,20.1,59,NNE,9 5,17 9,1016.4,0.0,2023-03-10
11:00 am,20.6,19.7,60,N,9 5,17 9,1016.8,0.0,2023-03-10
10:30 am,19.8,19.5,63,NE,6 3,13 7,1016.9,0.0,2023-03-10
10:00 am,19.0,18.6,65,NNE,6 3,9 5,1017.0,0.0,2023-03-10
9:30 am,18.1,18.4,69,ENE,2 1,6 3,1017.1,0.0,2023-03-10
9:00 am,17.2,18.1,76,CALM,0 0,0 0,1017.1,0.0,2023-03-10
8:30 am,15.0,15.7,84,CALM,0 0,0 0,1017.3,0.0,2023-03-10
8:00 am,13.4,13.9,89,CALM,0 0,4 2,1017.1,0.0,2023-03-10
7:30 am,13.1,12.2,85,NE,6 3,9 5,1016.6,0.0,2023-03-10
7:00 am,13.4,13.0,86,NE,4 2,7 4,1016.3,0.0,2023-03-10
6:30 am,13.6,11.9,86,NE,11 6,15 8,1015.9,0.0,2023-03-10
6:00 am,14.1,13.0,86,NE,9 5,11 6,1015.9,0.0,2023-03-10
5:30 am,13.0,12.5,93,NNE,6 3,7 4,1015.9,0.0,2023-03-10
5:00 am,12.5,13.0,94,CALM,0 0,0 0,1015.9,0.0,2023-03-10
4:30 am,12.9,13.4,91,CALM,0 0,0 0,1015.9,0.0,2023-03-10
4:00 am,12.7,13.1,92,CALM,0 0,0 0,1016.0,0.0,2023-03-10
3:30 am,13.1,13.6,90,CALM,0 0,0 0,1015.8,0.0,2023-03-10
3:00 am,13.5,13.9,87,CALM,0 0,0 0,1016.0,0.0,2023-03-10
2:30 am,14.3,14.3,81,E,2 1,11 6,1016.1,0.0,2023-03-10
2:00 am,15.3,14.6,80,E,7 4,9 5,1016.4,0.0,2023-03-10
1:30 am,14.2,14.7,85,CALM,0 0,0 0,1016.8,0.0,2023-03-10
1:00 am,15.0,14.6,84,ESE,6 3,7 4,1017.0,0.0,2023-03-10
12:30 am,15.8,15.4,81,ESE,6 3,7 4,1017.1,0.0,2023-03-10
12:00 am,16.0,15.8,83,SSE,6 3,7 4,1017.3,0.0,2023-03-10
11:30 pm,16.0,16.3,84,SSE,4 2,7 4,1017.5,0.0,2023-03-09
11:00 pm,15.5,15.2,84,SSE,6 3,7 4,1017.6,0.0,2023-03-09
10:30 pm,16.3,16.0,80,SE,6 3,9 5,1017.5,0.0,2023-03-09
