Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,14.7,12.4,62,SE,9 5,11 6,1024.9,0.0,2025-03-17
6:00 am,15.0,11.9,59,ESE,13 7,20 11,1024.8,0.0,2025-03-17
5:30 am,15.1,12.8,60,SSE,9 5,13 7,1024.4,0.0,2025-03-17
5:00 am,14.6,12.3,62,S,9 5,15 8,1024.2,0.0,2025-03-17
4:30 am,14.0,12.7,66,S,4 2,7 4,1024.2,0.0,2025-03-17
4:00 am,14.3,12.0,63,S,9 5,15 8,1024.2,0.0,2025-03-17
3:30 am,14.7,11.8,58,S,11 6,19 10,1024.6,0.0,2025-03-17
3:00 am,13.0,12.1,63,CALM,0 0,0 0,1024.5,0.0,2025-03-17
2:30 am,12.7,11.7,62,CALM,0 0,0 0,1024.6,0.0,2025-03-17
2:00 am,12.9,11.1,61,S,4 2,7 4,1024.5,0.0,2025-03-17
1:30 am,13.9,12.0,62,S,6 3,9 5,1024.4,0.0,2025-03-17
1:00 am,13.0,11.7,63,S,2 1,7 4,1024.3,0.0,2025-03-17
12:30 am,13.5,11.8,60,S,4 2,7 4,1024.2,0.0,2025-03-17
12:00 am,13.9,11.9,60,S,6 3,9 5,1024.2,0.0,2025-03-17
11:30 pm,14.4,12.3,56,S,6 3,11 6,1024.2,0.0,2025-03-16
11:00 pm,15.1,12.5,54,S,9 5,17 9,1024.1,0.0,2025-03-16
10:30 pm,15.2,12.7,56,SSE,9 5,17 9,1024.0,0.0,2025-03-16
10:00 pm,15.6,12.8,57,SSE,11 6,26 14,1023.8,0.0,2025-03-16
9:30 pm,16.0,12.8,54,SSE,13 7,20 11,1023.3,0.0,2025-03-16
9:00 pm,16.3,13.5,47,S,9 5,17 9,1022.7,0.0,2025-03-16
8:30 pm,16.4,11.9,45,S,17 9,32 17,1022.2,0.0,2025-03-16
8:00 pm,17.0,13.2,47,S,15 8,30 16,1021.6,0.0,2025-03-16
7:30 pm,16.8,11.9,43,S,19 10,32 17,1021.1,0.0,2025-03-16
7:00 pm,17.7,12.9,42,SSE,19 10,32 17,1020.5,0.0,2025-03-16
6:30 pm,18.3,13.9,46,S,19 10,35 19,1020.1,0.0,2025-03-16
6:00 pm,19.5,13.9,39,S,24 13,39 21,1019.4,0.0,2025-03-16
5:30 pm,20.4,14.9,39,S,24 13,37 20,1018.7,0.0,2025-03-16
5:00 pm,20.8,16.2,39,SSW,20 11,39 21,1018.4,0.0,2025-03-16
4:30 pm,21.2,17.0,43,S,20 11,37 20,1018.0,0.0,2025-03-16
4:00 pm,20.8,15.8,44,SSW,24 13,39 21,1017.9,0.0,2025-03-16
3:30 pm,22.8,18.9,40,SSW,19 10,33 18,1017.7,0.0,2025-03-16
3:00 pm,20.7,16.2,46,S,22 12,43 23,1017.9,0.0,2025-03-16
2:30 pm,20.9,17.6,53,S,19 10,35 19,1017.8,0.0,2025-03-16
2:00 pm,20.0,17.1,61,S,19 10,30 16,1017.7,0.0,2025-03-16
1:30 pm,20.9,17.4,62,SSW,24 13,43 23,1016.8,0.0,2025-03-16
1:00 pm,23.2,20.8,58,SSW,20 11,37 20,1016.3,0.0,2025-03-16
12:30 pm,23.5,21.9,59,SSW,17 9,35 19,1016.4,0.0,2025-03-16
12:00 pm,23.3,22.3,62,S,15 8,24 13,1016.3,0.0,2025-03-16
11:30 am,23.3,21.5,63,SSW,20 11,33 18,1015.9,0.0,2025-03-16
11:00 am,22.0,20.5,70,SSW,19 10,35 19,1015.5,0.0,2025-03-16
10:30 am,22.9,22.8,73,SSW,15 8,26 14,1014.8,0.0,2025-03-16
10:00 am,22.6,22.0,73,SSW,17 9,26 14,1014.3,0.0,2025-03-16
9:30 am,22.5,22.2,77,SSW,17 9,28 15,1014.0,0.0,2025-03-16
9:00 am,22.5,22.7,82,SW,17 9,26 14,1013.4,0.0,2025-03-16
8:30 am,22.9,22.5,78,SSW,19 10,32 17,1013.0,0.0,2025-03-16
8:00 am,22.2,21.6,81,SSW,20 11,35 19,1012.7,0.0,2025-03-16
