Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,25.7,25.7,56,NNE,11 6,15 8,1012.2,0.0,2025-03-10
6:00 am,26.0,26.0,55,NE,11 6,17 9,1012.0,0.0,2025-03-10
5:30 am,26.2,26.6,54,NE,9 5,15 8,1011.9,0.0,2025-03-10
5:00 am,26.1,26.5,55,NE,9 5,11 6,1011.8,0.0,2025-03-10
4:30 am,26.5,26.4,52,NE,11 6,15 8,1011.7,0.0,2025-03-10
4:00 am,26.5,26.8,52,NNE,9 5,13 7,1011.7,0.0,2025-03-10
3:30 am,27.1,27.3,50,NE,9 5,13 7,1011.6,0.0,2025-03-10
3:00 am,27.3,26.9,48,NE,11 6,17 9,1011.6,0.0,2025-03-10
2:30 am,27.7,27.4,47,NNE,11 6,17 9,1011.6,0.0,2025-03-10
2:00 am,27.8,28.0,48,NE,9 5,19 10,1011.6,0.0,2025-03-10
1:30 am,28.3,27.9,42,NNE,9 5,20 11,1011.6,0.0,2025-03-10
1:00 am,29.1,27.5,37,ENE,13 7,24 13,1011.8,0.0,2025-03-10
12:30 am,28.3,27.4,38,NE,9 5,13 7,1011.8,0.0,2025-03-10
12:00 am,28.7,27.7,36,ENE,9 5,15 8,1012.0,0.0,2025-03-10
11:30 pm,29.9,27.6,33,E,15 8,24 13,1012.1,0.0,2025-03-09
11:00 pm,29.8,28.1,34,E,13 7,20 11,1012.5,0.0,2025-03-09
10:30 pm,30.3,27.8,32,E,17 9,24 13,1012.5,0.0,2025-03-09
10:00 pm,30.1,28.8,34,E,11 6,17 9,1012.6,0.0,2025-03-09
9:30 pm,30.3,29.1,34,E,11 6,17 9,1012.4,0.0,2025-03-09
9:00 pm,29.2,28.8,37,SSE,7 4,11 6,1012.2,0.0,2025-03-09
8:30 pm,29.3,29.5,37,S,4 2,7 4,1011.9,0.0,2025-03-09
8:00 pm,30.8,30.5,33,SSW,6 3,11 6,1011.7,0.0,2025-03-09
7:30 pm,32.6,32.0,29,SW,7 4,9 5,1011.3,0.0,2025-03-09
7:00 pm,34.5,33.7,27,WSW,9 5,11 6,1011.1,0.0,2025-03-09
6:30 pm,35.3,34.1,26,WSW,11 6,15 8,1010.9,0.0,2025-03-09
6:00 pm,35.5,35.0,25,SW,7 4,11 6,1010.7,0.0,2025-03-09
5:30 pm,35.5,35.0,25,W,7 4,15 8,1010.7,0.0,2025-03-09
5:00 pm,36.1,35.1,24,WNW,9 5,15 8,1010.7,0.0,2025-03-09
4:30 pm,36.3,35.6,25,SW,9 5,19 10,1010.9,0.0,2025-03-09
4:00 pm,35.4,34.1,25,WNW,11 6,22 12,1011.1,0.0,2025-03-09
3:30 pm,35.7,34.0,25,NW,13 7,19 10,1011.5,0.0,2025-03-09
3:00 pm,35.2,32.8,26,WNW,17 9,24 13,1011.7,0.0,2025-03-09
2:30 pm,35.0,33.2,27,WNW,15 8,26 14,1012.0,0.0,2025-03-09
2:00 pm,35.5,34.0,26,WNW,13 7,20 11,1012.0,0.0,2025-03-09
1:30 pm,34.4,32.4,27,WNW,15 8,24 13,1012.3,0.0,2025-03-09
1:00 pm,34.4,31.8,26,WNW,17 9,26 14,1012.6,0.0,2025-03-09
12:30 pm,34.7,33.4,26,WNW,11 6,20 11,1012.8,0.0,2025-03-09
12:00 pm,34.0,33.2,28,NW,9 5,15 8,1013.1,0.0,2025-03-09
11:30 am,33.1,32.0,27,NNW,9 5,13 7,1013.3,0.0,2025-03-09
11:00 am,32.6,31.6,29,NNW,9 5,13 7,1013.5,0.0,2025-03-09
