Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,12.6,8.5,66,WSW,17 9,24 13,1018.2,–,2025-08-15
5:00 pm,12.8,8.6,63,WSW,17 9,28 15,1018.0,–,2025-08-15
4:30 pm,13.7,9.6,60,WSW,17 9,32 17,1017.9,–,2025-08-15
4:00 pm,14.0,9.3,55,WSW,19 10,32 17,1017.8,–,2025-08-15
3:30 pm,13.3,8.2,62,WSW,22 12,37 20,1017.8,–,2025-08-15
3:00 pm,14.7,10.8,61,W,17 9,33 18,1017.6,–,2025-08-15
2:30 pm,14.2,9.6,57,W,19 10,30 16,1017.7,–,2025-08-15
2:00 pm,13.8,9.6,58,W,17 9,30 16,1017.7,–,2025-08-15
1:30 pm,14.5,9.5,58,WSW,22 12,35 19,1017.7,–,2025-08-15
1:00 pm,13.8,9.3,64,WSW,20 11,32 17,1017.8,–,2025-08-15
12:30 pm,13.9,10.7,70,W,15 8,26 14,1018.2,–,2025-08-15
12:00 pm,13.4,8.2,67,WSW,24 13,37 20,1018.4,–,2025-08-15
9:30 am,14.4,11.2,75,W,17 9,32 17,1017.7,0.0,2025-08-15
9:00 am,14.2,10.5,77,W,20 11,37 20,1017.8,1.2,2025-08-15
8:30 am,13.7,10.2,84,WNW,20 11,32 17,1017.4,1.2,2025-08-15
8:00 am,13.3,10.5,88,WNW,17 9,28 15,1017.0,1.2,2025-08-15
7:30 am,13.1,10.7,89,WNW,15 8,24 13,1017.2,1.2,2025-08-15
7:00 am,13.4,11.0,87,NW,15 8,28 15,1017.2,1.2,2025-08-15
6:30 am,13.4,10.9,86,NW,15 8,22 12,1017.0,1.2,2025-08-15
6:00 am,13.3,11.7,88,NW,11 6,17 9,1016.5,1.2,2025-08-15
5:30 am,13.1,11.0,88,NW,13 7,20 11,1016.2,1.2,2025-08-15
5:00 am,13.2,10.9,83,NNW,13 7,24 13,1016.3,0.6,2025-08-15
4:30 am,12.9,10.3,80,NNW,13 7,22 12,1016.3,0.6,2025-08-15
4:00 am,13.6,10.8,64,N,11 6,22 12,1016.3,0.2,2025-08-15
3:30 am,14.9,11.2,49,N,13 7,22 12,1016.1,0.0,2025-08-15
3:00 am,15.1,11.1,44,NNE,13 7,20 11,1016.2,0.0,2025-08-15
2:30 am,15.1,11.4,43,N,11 6,19 10,1016.6,0.0,2025-08-15
2:00 am,15.4,10.9,41,NNE,15 8,24 13,1016.3,0.0,2025-08-15
1:30 am,15.4,10.5,41,NNE,17 9,26 14,1016.0,0.0,2025-08-15
1:00 am,15.5,11.0,40,N,15 8,32 17,1016.2,0.0,2025-08-15
12:30 am,15.5,10.2,40,N,19 10,32 17,1016.2,0.0,2025-08-15
12:00 am,15.7,10.8,40,N,17 9,26 14,1016.9,0.0,2025-08-15
11:30 pm,16.0,11.6,41,N,15 8,26 14,1017.3,0.0,2025-08-14
11:00 pm,15.9,11.3,44,NNE,17 9,26 14,1017.2,0.0,2025-08-14
10:30 pm,16.2,12.1,45,NNE,15 8,26 14,1017.9,0.0,2025-08-14
