Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,14.3,13.1,83,N,9 5,15 8,1019.0,0.0,2023-07-28
5:00 pm,14.9,13.2,78,NNW,11 6,17 9,1019.0,0.0,2023-07-28
4:30 pm,14.7,12.2,79,NNW,15 8,22 12,1018.9,0.0,2023-07-28
4:00 pm,14.7,12.3,81,NNW,15 8,22 12,1018.7,0.0,2023-07-28
3:30 pm,15.4,13.3,75,NW,13 7,22 12,1018.5,0.0,2023-07-28
3:00 pm,15.2,13.1,77,NW,13 7,20 11,1018.3,0.0,2023-07-28
2:30 pm,14.8,11.5,78,WNW,19 10,32 17,1018.1,0.0,2023-07-28
2:00 pm,15.7,12.2,73,NW,20 11,32 17,1018.0,0.0,2023-07-28
1:30 pm,15.9,12.5,71,NW,19 10,28 15,1018.0,0.0,2023-07-28
1:00 pm,16.2,13.5,74,NNW,17 9,26 14,1018.3,0.0,2023-07-28
12:30 pm,15.8,12.5,73,NW,19 10,26 14,1018.6,0.0,2023-07-28
12:00 pm,15.7,13.7,76,NW,13 7,20 11,1019.2,0.0,2023-07-28
11:30 am,14.8,12.5,76,NNW,13 7,19 10,1019.5,0.0,2023-07-28
11:00 am,14.5,13.2,80,NNW,9 5,15 8,1019.8,0.0,2023-07-28
10:30 am,13.6,12.2,84,NNE,9 5,15 8,1019.9,0.0,2023-07-28
10:00 am,12.7,11.1,84,NNE,9 5,13 7,1019.8,0.0,2023-07-28
9:30 am,12.2,10.5,86,NE,9 5,13 7,1019.6,0.0,2023-07-28
9:00 am,12.2,10.5,86,NNE,9 5,15 8,1019.2,3.2,2023-07-28
8:30 am,12.4,10.8,86,NNE,9 5,13 7,1019.1,3.2,2023-07-28
8:00 am,11.6,10.5,90,NNE,6 3,11 6,1018.6,3.2,2023-07-28
7:30 am,10.3,9.0,92,N,6 3,9 5,1018.3,3.2,2023-07-28
7:00 am,9.9,8.3,92,NNE,7 4,11 6,1017.8,3.2,2023-07-28
6:30 am,10.1,8.1,91,N,9 5,13 7,1017.4,3.2,2023-07-28
6:00 am,10.2,8.2,91,N,9 5,13 7,1017.0,3.2,2023-07-28
5:30 am,10.3,8.3,90,N,9 5,13 7,1017.1,3.2,2023-07-28
5:00 am,10.6,8.6,88,N,9 5,13 7,1017.1,3.2,2023-07-28
4:30 am,11.0,9.4,86,N,7 4,11 6,1017.1,3.2,2023-07-28
4:00 am,11.5,9.9,84,N,7 4,11 6,1016.9,3.2,2023-07-28
3:30 am,12.2,10.3,82,NNE,9 5,13 7,1016.6,3.2,2023-07-28
3:00 am,12.3,10.5,82,NNE,9 5,13 7,1016.6,3.2,2023-07-28
2:30 am,13.0,10.9,81,NNE,11 6,17 9,1016.7,3.2,2023-07-28
2:00 am,12.9,11.3,84,NNE,9 5,15 8,1016.7,3.2,2023-07-28
1:30 am,12.7,11.6,87,NNE,7 4,9 5,1016.4,3.2,2023-07-28
1:00 am,13.9,12.8,81,NE,7 4,13 7,1016.1,3.2,2023-07-28
12:30 am,13.7,12.2,82,NE,9 5,11 6,1015.8,3.2,2023-07-28
12:00 am,13.8,12.3,81,NNW,9 5,15 8,1017.4,3.0,2023-07-28
11:30 pm,13.6,12.7,86,NNW,7 4,11 6,1016.8,2.8,2023-07-27
11:00 pm,14.2,12.8,80,NNE,9 5,15 8,1016.4,2.4,2023-07-27
10:30 pm,16.6,14.1,57,N,11 6,20 11,1015.6,0.6,2023-07-27
10:00 pm,16.6,14.0,56,N,11 6,15 8,1015.5,0.6,2023-07-27
9:30 pm,16.8,13.8,55,NNE,13 7,20 11,1015.5,0.6,2023-07-27
9:00 pm,16.9,13.9,54,NNE,13 7,28 15,1015.6,0.6,2023-07-27
8:30 pm,17.2,13.7,52,NNE,15 8,22 12,1015.8,0.6,2023-07-27
8:00 pm,17.0,13.7,55,NNE,15 8,22 12,1015.9,0.6,2023-07-27
7:30 pm,16.3,13.4,59,NE,13 7,20 11,1015.9,0.6,2023-07-27
7:00 pm,16.4,13.6,59,NE,13 7,19 10,1016.2,0.6,2023-07-27
6:30 pm,16.1,13.3,61,NE,13 7,20 11,1016.1,0.6,2023-07-27
6:00 pm,15.7,12.7,65,NE,15 8,22 12,1016.3,0.6,2023-07-27
5:30 pm,15.4,12.8,68,NE,13 7,19 10,1016.5,0.6,2023-07-27
5:00 pm,14.9,14.5,72,N,2 1,9 5,1017.5,0.4,2023-07-27
4:30 pm,15.5,14.1,67,NNE,7 4,11 6,1017.4,0.4,2023-07-27
4:00 pm,17.1,14.1,54,NNW,13 7,20 11,1017.6,0.0,2023-07-27
3:30 pm,17.8,14.6,48,N,13 7,26 14,1017.1,0.0,2023-07-27
3:00 pm,18.0,14.4,48,N,15 8,28 15,1017.3,0.0,2023-07-27
2:30 pm,18.0,14.0,47,N,17 9,30 16,1017.6,0.0,2023-07-27
2:00 pm,18.6,15.0,46,N,15 8,24 13,1017.9,0.0,2023-07-27
1:30 pm,19.0,15.0,44,NNE,17 9,30 16,1018.4,0.0,2023-07-27
1:00 pm,17.5,13.4,47,NNE,17 9,24 13,1019.0,0.0,2023-07-27
12:30 pm,16.4,13.6,53,NE,11 6,17 9,1019.7,0.0,2023-07-27
12:00 pm,15.7,13.0,57,NE,11 6,19 10,1020.6,0.0,2023-07-27
11:30 am,15.0,11.5,59,NE,15 8,20 11,1021.3,0.0,2023-07-27
11:00 am,15.4,10.9,54,N,19 10,28 15,1022.2,0.0,2023-07-27
10:30 am,17.3,12.8,42,NNE,17 9,28 15,1022.1,0.0,2023-07-27
10:00 am,17.2,12.6,41,NNE,17 9,28 15,1022.0,0.0,2023-07-27
9:30 am,17.2,12.4,38,NNE,17 9,26 14,1022.2,0.0,2023-07-27
9:00 am,15.9,11.6,43,NE,15 8,22 12,1022.3,0.0,2023-07-27
8:30 am,14.8,10.9,47,NE,13 7,17 9,1022.6,0.0,2023-07-27
8:00 am,14.3,9.7,48,NE,17 9,24 13,1023.0,0.0,2023-07-27
7:30 am,13.9,8.8,48,NE,19 10,28 15,1023.3,0.0,2023-07-27
7:00 am,13.9,9.6,48,NE,15 8,24 13,1023.5,0.0,2023-07-27
6:30 am,13.5,9.9,49,NE,11 6,15 8,1023.6,0.0,2023-07-27
6:00 am,13.5,9.9,49,NE,11 6,17 9,1023.6,0.0,2023-07-27
5:30 am,13.4,9.8,50,NE,11 6,20 11,1023.4,0.0,2023-07-27
5:00 am,13.5,9.5,49,NE,13 7,19 10,1023.3,0.0,2023-07-27
4:30 am,13.3,10.1,50,NE,9 5,15 8,1023.6,0.0,2023-07-27
4:00 am,13.0,9.4,50,NE,11 6,17 9,1023.7,0.0,2023-07-27
3:30 am,12.6,8.2,51,NE,15 8,24 13,1023.8,0.0,2023-07-27
3:00 am,12.1,7.7,53,NE,15 8,24 13,1024.1,0.0,2023-07-27
2:30 am,12.1,7.7,53,NE,15 8,24 13,1024.6,0.0,2023-07-27
