Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 pm,25.9,22.1,28,SE,15 8,26 14,1018.7,0.0,2024-02-15
6:00 pm,26.2,23.8,29,SSW,9 5,17 9,1018.6,0.0,2024-02-15
5:30 pm,25.0,21.8,39,SW,17 9,28 15,1018.9,0.0,2024-02-15
5:00 pm,24.4,21.0,38,SW,17 9,35 19,1019.1,0.0,2024-02-15
4:30 pm,24.5,20.1,33,SW,20 11,32 17,1019.3,0.0,2024-02-15
4:00 pm,24.6,20.3,32,WSW,19 10,28 15,1019.4,0.0,2024-02-15
3:30 pm,25.1,21.3,33,SW,17 9,26 14,1019.6,0.0,2024-02-15
3:00 pm,25.2,21.5,33,SW,17 9,28 15,1019.9,0.0,2024-02-15
2:30 pm,25.1,20.9,32,SW,19 10,30 16,1020.2,0.0,2024-02-15
2:00 pm,24.6,20.6,32,WSW,17 9,28 15,1020.3,0.0,2024-02-15
1:30 pm,23.8,19.4,33,WSW,19 10,28 15,1020.4,0.0,2024-02-15
1:00 pm,24.4,20.4,32,WSW,17 9,28 15,1020.7,0.0,2024-02-15
12:30 pm,24.3,22.2,30,SE,6 3,11 6,1020.9,0.0,2024-02-15
12:00 pm,23.3,20.7,29,NW,7 4,13 7,1021.2,0.0,2024-02-15
11:30 am,23.0,21.4,30,ENE,2 1,7 4,1021.4,0.0,2024-02-15
11:00 am,21.8,19.8,32,NNW,4 2,9 5,1021.8,0.0,2024-02-15
10:30 am,21.0,18.6,33,SE,6 3,11 6,1021.7,0.0,2024-02-15
10:00 am,20.6,18.1,36,SE,7 4,11 6,1021.7,0.0,2024-02-15
9:30 am,19.4,16.6,39,ESE,9 5,13 7,1021.7,0.0,2024-02-15
9:00 am,17.7,14.0,41,E,13 7,19 10,1021.9,0.0,2024-02-15
8:30 am,16.7,13.0,45,E,13 7,20 11,1021.8,0.0,2024-02-15
8:00 am,15.9,13.0,48,E,9 5,17 9,1021.8,0.0,2024-02-15
7:30 am,14.6,11.8,53,E,9 5,13 7,1021.6,0.0,2024-02-15
