Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,15.8,14.9,82,SSE,9 5,20 11,1014.8,0.0,2023-11-26
6:01 am,15.9,15.8,88,SSW,7 4,13 7,1014.6,0.0,2023-11-26
6:00 am,15.9,15.8,88,SSW,7 4,13 7,1014.6,0.0,2023-11-26
5:30 am,15.8,15.7,88,SSW,7 4,11 6,1014.2,0.0,2023-11-26
5:00 am,15.8,15.8,87,SSW,6 3,11 6,1013.9,0.0,2023-11-26
4:30 am,15.7,16.9,88,CALM,0 0,6 3,1014.0,0.0,2023-11-26
4:00 am,15.7,15.7,87,S,6 3,9 5,1013.8,0.0,2023-11-26
3:40 am,15.8,15.7,85,SSW,6 3,9 5,1013.8,0.0,2023-11-26
3:30 am,15.8,15.6,86,SSW,7 4,11 6,1013.8,0.0,2023-11-26
3:00 am,15.8,15.6,86,SW,7 4,13 7,1014.0,0.0,2023-11-26
2:56 am,15.9,15.7,86,SW,7 4,13 7,1014.1,0.0,2023-11-26
2:30 am,15.8,15.5,85,S,7 4,9 5,1014.0,0.0,2023-11-26
2:00 am,15.9,15.6,84,SSW,7 4,13 7,1014.3,0.0,2023-11-26
1:30 am,16.1,16.0,83,S,6 3,9 5,1014.3,0.0,2023-11-26
1:00 am,16.1,15.7,82,SSW,7 4,13 7,1014.6,0.0,2023-11-26
12:30 am,16.1,15.3,81,SSW,9 5,13 7,1014.7,0.0,2023-11-26
12:00 am,16.2,15.0,81,SSW,11 6,17 9,1014.7,0.0,2023-11-26
11:30 pm,16.2,15.0,81,SSW,11 6,19 10,1014.7,0.0,2023-11-25
11:00 pm,16.3,14.7,80,S,13 7,20 11,1014.6,0.0,2023-11-25
10:30 pm,16.4,14.4,79,SSW,15 8,26 14,1014.6,0.0,2023-11-25
10:00 pm,16.5,15.0,80,SSW,13 7,20 11,1014.5,0.0,2023-11-25
9:30 pm,16.8,15.7,79,SSW,11 6,24 13,1014.8,0.0,2023-11-25
9:00 pm,16.7,14.5,81,SSW,17 9,26 14,1014.9,0.0,2023-11-25
8:30 pm,16.7,15.3,81,SW,13 7,24 13,1014.7,0.0,2023-11-25
8:00 pm,16.8,14.6,80,SW,17 9,28 15,1014.5,0.0,2023-11-25
7:30 pm,17.0,15.0,76,SW,15 8,26 14,1014.4,0.0,2023-11-25
7:00 pm,17.3,15.3,75,SW,15 8,28 15,1014.2,0.0,2023-11-25
6:30 pm,17.8,15.5,73,SW,17 9,28 15,1013.9,0.0,2023-11-25
6:00 pm,18.6,16.6,69,SSW,15 8,28 15,1013.8,0.0,2023-11-25
5:30 pm,17.7,15.5,75,SSW,17 9,24 13,1013.7,0.0,2023-11-25
5:00 pm,17.9,15.2,73,SSW,19 10,30 16,1013.8,0.0,2023-11-25
4:30 pm,19.2,16.1,64,SW,20 11,32 17,1013.7,0.0,2023-11-25
4:00 pm,19.9,17.4,62,SW,17 9,28 15,1013.8,0.0,2023-11-25
3:30 pm,20.3,17.4,60,WSW,19 10,28 15,1013.9,0.0,2023-11-25
3:00 pm,20.8,18.4,59,SW,17 9,30 16,1014.0,0.0,2023-11-25
2:30 pm,20.1,17.8,59,SW,15 8,20 11,1014.3,0.0,2023-11-25
2:00 pm,20.0,17.6,63,SW,17 9,28 15,1014.4,0.0,2023-11-25
1:30 pm,20.3,18.0,63,WSW,17 9,28 15,1014.5,0.0,2023-11-25
1:00 pm,20.8,18.7,64,WSW,17 9,26 14,1014.7,0.0,2023-11-25
12:30 pm,20.2,18.1,61,WSW,15 8,22 12,1014.8,0.0,2023-11-25
12:00 pm,20.0,18.1,64,WSW,15 8,24 13,1015.0,0.0,2023-11-25
11:30 am,19.0,17.2,70,WSW,15 8,24 13,1014.9,0.0,2023-11-25
11:00 am,17.9,16.0,73,SW,15 8,20 11,1014.9,0.0,2023-11-25
10:30 am,17.9,16.4,73,SW,13 7,20 11,1014.7,0.0,2023-11-25
