Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 pm,15.5,11.2,51,N,17 9,30 16,1008.1,0.0,2023-07-05
5:30 pm,15.6,11.7,51,N,15 8,26 14,1007.9,0.0,2023-07-05
5:00 pm,15.8,12.0,52,N,15 8,32 17,1008.0,0.0,2023-07-05
4:30 pm,16.0,11.5,51,N,19 10,30 16,1008.1,0.0,2023-07-05
4:00 pm,16.2,11.6,50,N,19 10,28 15,1008.1,0.0,2023-07-05
3:30 pm,16.3,11.6,50,NNW,20 11,35 19,1008.2,0.0,2023-07-05
3:00 pm,16.5,11.1,51,NNW,24 13,39 21,1008.1,0.0,2023-07-05
2:30 pm,17.0,11.6,50,NNW,24 13,44 24,1008.3,0.0,2023-07-05
2:00 pm,16.5,11.6,53,NNW,22 12,39 21,1008.5,0.0,2023-07-05
1:30 pm,16.1,10.8,54,NNW,24 13,43 23,1008.9,0.0,2023-07-05
1:00 pm,16.2,11.4,56,NNW,22 12,35 19,1009.3,0.0,2023-07-05
12:30 pm,16.4,12.5,55,NNW,17 9,32 17,1009.9,0.0,2023-07-05
12:00 pm,16.2,12.7,56,N,15 8,24 13,1010.4,0.0,2023-07-05
11:30 am,15.5,11.7,59,N,17 9,28 15,1010.8,0.0,2023-07-05
11:00 am,15.0,12.0,61,N,13 7,22 12,1011.2,0.0,2023-07-05
10:30 am,13.7,10.1,63,N,15 8,24 13,1011.5,0.0,2023-07-05
10:00 am,12.9,8.9,65,N,17 9,26 14,1011.8,0.0,2023-07-05
9:30 am,12.8,10.0,67,N,11 6,20 11,1011.8,0.0,2023-07-05
9:00 am,12.1,8.8,68,NNE,13 7,20 11,1011.6,0.0,2023-07-05
8:30 am,11.3,8.0,72,NE,13 7,17 9,1011.7,0.0,2023-07-05
8:00 am,10.6,6.9,74,NE,15 8,22 12,1011.6,0.0,2023-07-05
7:30 am,10.0,6.6,76,NE,13 7,17 9,1011.5,0.0,2023-07-05
7:00 am,9.6,6.6,78,NE,11 6,17 9,1011.3,0.0,2023-07-05
