Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,15.4,12.8,68,NE,13 7,19 10,1016.5,0.6,2023-07-27
5:00 pm,14.9,14.5,72,N,2 1,9 5,1017.5,0.4,2023-07-27
4:30 pm,15.5,14.1,67,NNE,7 4,11 6,1017.4,0.4,2023-07-27
4:00 pm,17.1,14.1,54,NNW,13 7,20 11,1017.6,0.0,2023-07-27
3:30 pm,17.8,14.6,48,N,13 7,26 14,1017.1,0.0,2023-07-27
3:00 pm,18.0,14.4,48,N,15 8,28 15,1017.3,0.0,2023-07-27
2:30 pm,18.0,14.0,47,N,17 9,30 16,1017.6,0.0,2023-07-27
2:00 pm,18.6,15.0,46,N,15 8,24 13,1017.9,0.0,2023-07-27
1:30 pm,19.0,15.0,44,NNE,17 9,30 16,1018.4,0.0,2023-07-27
1:00 pm,17.5,13.4,47,NNE,17 9,24 13,1019.0,0.0,2023-07-27
12:30 pm,16.4,13.6,53,NE,11 6,17 9,1019.7,0.0,2023-07-27
12:00 pm,15.7,13.0,57,NE,11 6,19 10,1020.6,0.0,2023-07-27
11:30 am,15.0,11.5,59,NE,15 8,20 11,1021.3,0.0,2023-07-27
11:00 am,15.4,10.9,54,N,19 10,28 15,1022.2,0.0,2023-07-27
10:30 am,17.3,12.8,42,NNE,17 9,28 15,1022.1,0.0,2023-07-27
10:00 am,17.2,12.6,41,NNE,17 9,28 15,1022.0,0.0,2023-07-27
9:30 am,17.2,12.4,38,NNE,17 9,26 14,1022.2,0.0,2023-07-27
9:00 am,15.9,11.6,43,NE,15 8,22 12,1022.3,0.0,2023-07-27
8:30 am,14.8,10.9,47,NE,13 7,17 9,1022.6,0.0,2023-07-27
8:00 am,14.3,9.7,48,NE,17 9,24 13,1023.0,0.0,2023-07-27
7:30 am,13.9,8.8,48,NE,19 10,28 15,1023.3,0.0,2023-07-27
7:00 am,13.9,9.6,48,NE,15 8,24 13,1023.5,0.0,2023-07-27
6:30 am,13.5,9.9,49,NE,11 6,15 8,1023.6,0.0,2023-07-27
6:00 am,13.5,9.9,49,NE,11 6,17 9,1023.6,0.0,2023-07-27
5:30 am,13.4,9.8,50,NE,11 6,20 11,1023.4,0.0,2023-07-27
5:00 am,13.5,9.5,49,NE,13 7,19 10,1023.3,0.0,2023-07-27
4:30 am,13.3,10.1,50,NE,9 5,15 8,1023.6,0.0,2023-07-27
