Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 pm,16.2,13.7,59,SSW,11 6,20 11,1021.1,0.0,2023-11-17
6:30 pm,16.6,13.9,54,SSW,11 6,19 10,1020.9,0.0,2023-11-17
6:00 pm,16.8,13.7,53,S,13 7,24 13,1020.7,0.0,2023-11-17
5:30 pm,17.3,14.9,51,S,9 5,19 10,1020.7,0.0,2023-11-17
5:00 pm,17.0,13.3,50,S,15 8,24 13,1020.9,0.0,2023-11-17
4:30 pm,17.5,14.3,49,SSW,13 7,22 12,1021.1,0.0,2023-11-17
4:00 pm,16.9,13.0,47,S,15 8,24 13,1021.3,0.0,2023-11-17
3:30 pm,16.6,13.4,52,SSW,13 7,20 11,1021.5,0.0,2023-11-17
3:00 pm,16.8,13.1,50,S,15 8,26 14,1021.5,0.0,2023-11-17
2:30 pm,16.1,12.6,55,S,15 8,26 14,1021.6,0.0,2023-11-17
2:00 pm,16.2,13.2,58,S,13 7,24 13,1021.8,0.0,2023-11-17
1:30 pm,16.3,12.6,52,SSW,15 8,28 15,1021.9,0.0,2023-11-17
1:00 pm,16.1,12.8,52,SSW,13 7,24 13,1022.1,0.0,2023-11-17
12:30 pm,15.9,12.5,52,SSW,13 7,22 12,1022.3,0.0,2023-11-17
12:00 pm,15.5,12.5,54,S,11 6,20 11,1022.4,0.0,2023-11-17
11:30 am,15.9,12.0,49,SSW,15 8,26 14,1022.2,0.0,2023-11-17
11:00 am,15.6,11.9,48,SSW,13 7,22 12,1021.9,0.0,2023-11-17
10:30 am,15.1,11.2,52,SSW,15 8,26 14,1021.7,0.0,2023-11-17
10:00 am,16.0,12.4,48,S,13 7,20 11,1021.5,0.0,2023-11-17
9:30 am,15.4,12.3,52,S,11 6,22 12,1021.7,0.0,2023-11-17
9:00 am,13.9,10.3,54,S,13 7,19 10,1021.6,0.0,2023-11-17
8:30 am,14.0,10.4,55,SSE,13 7,26 14,1021.4,0.0,2023-11-17
8:00 am,13.7,11.0,59,SSE,9 5,19 10,1021.1,0.0,2023-11-17
7:30 am,13.5,10.0,58,SSE,13 7,20 11,1020.7,0.0,2023-11-17
7:00 am,13.4,10.7,59,SSE,9 5,17 9,1020.4,0.0,2023-11-17
6:30 am,13.2,10.5,60,SSE,9 5,17 9,1020.2,0.0,2023-11-17
6:00 am,13.1,10.1,61,S,11 6,19 10,1019.9,0.0,2023-11-17
5:30 am,13.2,10.5,59,S,9 5,20 11,1019.7,0.0,2023-11-17
5:00 am,12.6,10.1,66,S,9 5,17 9,1019.6,0.0,2023-11-17
4:30 am,12.5,9.2,67,S,13 7,22 12,1019.7,0.0,2023-11-17
4:00 am,12.7,9.8,57,SSE,9 5,15 8,1019.6,0.0,2023-11-17
3:30 am,12.7,9.8,58,SSE,9 5,17 9,1019.5,0.0,2023-11-17
3:00 am,12.9,10.0,57,S,9 5,20 11,1019.6,0.0,2023-11-17
2:30 am,13.2,10.1,59,S,11 6,20 11,1019.5,0.0,2023-11-17
2:00 am,13.1,9.3,62,SSE,15 8,26 14,1019.4,0.0,2023-11-17
1:30 am,12.8,9.8,63,S,11 6,20 11,1019.5,0.0,2023-11-17
1:00 am,12.9,9.7,60,SSW,11 6,26 14,1019.5,0.0,2023-11-17
12:30 am,13.2,9.8,61,S,13 7,24 13,1019.5,0.0,2023-11-17
12:00 am,13.0,10.8,63,SSW,7 4,22 12,1019.5,0.0,2023-11-17
11:30 pm,12.7,10.0,70,SSW,11 6,22 12,1019.6,0.0,2023-11-16
