Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,9.5,6.0,67,W,11 6,24 13,1015.2,1.8,2023-10-31
6:30 am,9.1,6.4,69,W,7 4,11 6,1014.5,1.8,2023-10-31
6:00 am,9.4,6.4,69,W,9 5,19 10,1013.8,1.8,2023-10-31
5:30 am,9.6,7.0,68,WSW,7 4,17 9,1013.3,1.8,2023-10-31
5:00 am,9.8,6.8,68,WNW,9 5,20 11,1012.7,1.8,2023-10-31
4:30 am,10.0,6.7,68,W,11 6,17 9,1012.4,1.8,2023-10-31
4:00 am,10.1,6.8,67,W,11 6,22 12,1011.8,1.8,2023-10-31
3:30 am,10.3,7.0,67,W,11 6,22 12,1011.5,1.8,2023-10-31
3:00 am,10.4,7.9,67,W,7 4,20 11,1011.3,1.8,2023-10-31
2:30 am,10.8,7.1,66,W,13 7,30 16,1010.9,1.8,2023-10-31
2:00 am,11.2,8.0,66,WSW,11 6,26 14,1010.7,1.8,2023-10-31
1:30 am,11.3,7.9,69,WNW,13 7,28 15,1010.5,1.8,2023-10-31
1:00 am,11.1,8.2,74,WNW,11 6,28 15,1010.3,1.8,2023-10-31
12:30 am,12.6,9.2,64,WSW,13 7,35 19,1010.4,1.6,2023-10-31
12:00 am,13.8,12.4,57,W,2 1,11 6,1009.1,1.4,2023-10-31
11:30 pm,14.3,12.2,56,WNW,6 3,13 7,1008.9,1.4,2023-10-30
11:00 pm,14.7,12.1,56,WSW,9 5,20 11,1008.8,1.4,2023-10-30
10:30 pm,14.7,12.1,57,WSW,9 5,20 11,1008.5,1.4,2023-10-30
10:00 pm,15.2,13.2,58,SW,7 4,13 7,1008.2,1.4,2023-10-30
9:30 pm,15.3,13.5,59,WNW,6 3,17 9,1007.7,1.4,2023-10-30
9:00 pm,15.5,14.0,62,WSW,6 3,13 7,1007.3,1.4,2023-10-30
8:30 pm,16.0,14.3,60,WSW,7 4,13 7,1007.0,1.4,2023-10-30
8:00 pm,15.4,15.1,77,SW,4 2,17 9,1006.6,1.4,2023-10-30
7:30 pm,15.7,14.8,75,W,7 4,17 9,1006.2,1.4,2023-10-30
7:00 pm,15.3,15.2,81,SSE,4 2,9 5,1006.2,1.4,2023-10-30
6:30 pm,14.6,14.3,88,S,6 3,9 5,1005.9,1.4,2023-10-30
6:03 pm,13.8,13.3,89,WSW,6 3,11 6,1005.9,1.4,2023-10-30
6:00 pm,13.8,13.3,90,SW,6 3,15 8,1005.9,1.4,2023-10-30
5:44 pm,13.7,11.7,86,WSW,13 7,32 17,1006.1,1.4,2023-10-30
5:30 pm,14.5,12.1,75,WSW,13 7,30 16,1006.2,0.0,2023-10-30
5:00 pm,16.2,13.2,64,SW,15 8,41 22,1005.1,0.0,2023-10-30
4:30 pm,19.2,17.0,53,WSW,11 6,28 15,1004.1,0.0,2023-10-30
4:00 pm,21.6,17.1,36,NNW,19 10,37 20,1003.2,0.0,2023-10-30
3:30 pm,22.0,17.2,35,NNW,20 11,37 20,1003.5,0.0,2023-10-30
3:00 pm,21.5,15.9,35,NW,24 13,43 23,1003.9,0.0,2023-10-30
2:30 pm,21.7,16.8,38,NNW,22 12,46 25,1004.5,0.0,2023-10-30
2:22 pm,21.9,17.0,38,NNW,22 12,46 25,1004.4,0.0,2023-10-30
2:00 pm,21.3,16.9,38,NW,19 10,33 18,1004.5,0.0,2023-10-30
1:30 pm,21.0,16.5,38,NNW,19 10,30 16,1004.6,0.0,2023-10-30
1:00 pm,22.0,19.1,36,NNW,11 6,24 13,1004.8,0.0,2023-10-30
12:30 pm,20.9,17.0,36,NW,15 8,26 14,1005.3,0.0,2023-10-30
12:00 pm,20.7,17.3,38,NW,13 7,22 12,1005.9,0.0,2023-10-30
11:30 am,20.8,18.4,41,NW,9 5,20 11,1006.3,0.0,2023-10-30
11:00 am,19.5,16.6,43,N,11 6,17 9,1006.8,0.0,2023-10-30
10:30 am,18.9,16.4,45,NNW,9 5,17 9,1007.2,0.0,2023-10-30
10:00 am,18.1,15.7,49,WNW,9 5,13 7,1007.7,0.0,2023-10-30
9:30 am,17.2,14.5,47,W,9 5,15 8,1007.7,0.0,2023-10-30
9:00 am,16.5,14.5,53,W,7 4,17 9,1007.7,0.0,2023-10-30
8:30 am,15.0,14.6,64,CALM,0 0,0 0,1008.0,0.0,2023-10-30
8:00 am,14.2,12.9,72,NE,6 3,9 5,1008.2,0.0,2023-10-30
7:30 am,13.5,11.6,75,N,9 5,11 6,1008.2,0.0,2023-10-30
7:00 am,13.2,10.9,76,N,11 6,15 8,1008.1,0.0,2023-10-30
6:30 am,13.1,11.1,74,N,9 5,13 7,1007.5,0.0,2023-10-30
6:00 am,13.0,10.6,74,N,11 6,13 7,1007.9,0.0,2023-10-30
5:30 am,12.5,12.4,81,CALM,0 0,0 0,1007.7,0.0,2023-10-30
5:00 am,13.0,12.3,75,NNE,2 1,7 4,1008.3,0.0,2023-10-30
4:30 am,13.0,11.9,74,NW,4 2,11 6,1008.2,0.0,2023-10-30
4:00 am,13.2,11.8,75,NE,6 3,9 5,1007.2,0.0,2023-10-30
3:54 am,13.2,11.8,74,E,6 3,9 5,1006.9,0.0,2023-10-30
3:30 am,13.2,11.8,75,NW,6 3,11 6,1008.9,0.0,2023-10-30
3:00 am,13.3,11.3,74,WSW,9 5,20 11,1008.1,0.0,2023-10-30
2:30 am,13.4,11.6,76,WSW,9 5,17 9,1009.0,0.0,2023-10-30
2:00 am,13.7,12.8,75,WSW,4 2,9 5,1008.3,0.0,2023-10-30
