Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 pm,19.3,18.8,75,SE,11 6,19 10,1014.5,0.4,2024-03-18
6:30 pm,20.5,19.8,72,SE,13 7,22 12,1014.2,0.4,2024-03-18
6:00 pm,22.1,21.1,67,ESE,15 8,20 11,1013.8,0.4,2024-03-18
5:30 pm,22.1,22.5,70,SE,9 5,11 6,1013.7,0.4,2024-03-18
5:00 pm,21.8,22.5,74,SE,9 5,15 8,1013.6,0.4,2024-03-18
4:30 pm,20.7,21.7,83,ESE,9 5,13 7,1013.8,0.4,2024-03-18
4:11 pm,20.0,20.1,85,E,13 7,19 10,1013.8,0.4,2024-03-18
4:00 pm,19.6,18.2,85,E,20 11,28 15,1013.8,0.4,2024-03-18
3:55 pm,19.5,17.1,83,E,24 13,30 16,1014.0,0.4,2024-03-18
3:30 pm,21.5,19.8,72,ESE,20 11,32 17,1014.1,0.4,2024-03-18
3:00 pm,21.4,21.3,71,W,11 6,20 11,1014.2,0.4,2024-03-18
2:30 pm,22.2,21.9,74,NNE,15 8,19 10,1014.3,0.4,2024-03-18
2:00 pm,22.7,23.4,66,ENE,7 4,11 6,1014.7,0.4,2024-03-18
1:30 pm,20.9,20.2,75,E,15 8,22 12,1015.2,0.4,2024-03-18
1:26 pm,20.8,20.6,77,E,13 7,22 12,1015.2,0.4,2024-03-18
1:09 pm,19.7,19.2,79,ESE,13 7,19 10,1015.6,0.2,2024-03-18
1:00 pm,20.3,18.4,75,ESE,20 11,30 16,1015.6,0.0,2024-03-18
12:30 pm,23.4,22.0,61,SE,17 9,28 15,1015.7,0.0,2024-03-18
12:00 pm,22.4,20.6,61,SE,17 9,24 13,1015.9,0.0,2024-03-18
11:30 am,20.7,19.0,64,SE,15 8,22 12,1016.2,0.0,2024-03-18
11:13 am,20.5,18.9,66,SE,15 8,24 13,1016.3,0.0,2024-03-18
11:00 am,20.9,19.0,65,SE,17 9,26 14,1016.3,0.0,2024-03-18
10:30 am,20.1,19.4,69,ESE,11 6,17 9,1016.6,0.0,2024-03-18
10:00 am,18.7,18.3,74,ESE,9 5,13 7,1016.6,0.0,2024-03-18
9:33 am,18.7,17.8,73,SE,11 6,15 8,1016.4,0.0,2024-03-18
9:30 am,18.6,17.8,74,SE,11 6,15 8,1016.4,0.0,2024-03-18
9:00 am,17.7,17.1,76,S,9 5,15 8,1016.2,0.0,2024-03-18
8:30 am,17.0,16.5,82,S,9 5,13 7,1016.0,0.0,2024-03-18
8:00 am,16.2,16.6,94,SSE,7 4,7 4,1016.1,0.0,2024-03-18
7:30 am,15.6,16.0,89,SE,4 2,9 5,1015.9,0.0,2024-03-18
7:21 am,15.6,16.7,87,CALM,0 0,0 0,1015.8,0.0,2024-03-18
7:00 am,15.6,16.7,87,CALM,0 0,0 0,1015.7,0.0,2024-03-18
6:30 am,15.4,16.5,88,CALM,0 0,6 3,1015.6,0.0,2024-03-18
6:00 am,15.2,14.1,88,SSE,11 6,13 7,1015.2,0.0,2024-03-18
5:30 am,15.6,14.6,87,SSE,11 6,15 8,1015.0,0.0,2024-03-18
5:00 am,15.4,15.3,90,SSE,7 4,9 5,1014.9,0.0,2024-03-18
4:30 am,15.2,15.7,93,S,4 2,7 4,1014.9,0.0,2024-03-18
4:00 am,15.1,15.9,92,S,2 1,7 4,1015.0,0.0,2024-03-18
3:30 am,15.1,14.9,91,S,7 4,9 5,1015.1,0.0,2024-03-18
3:00 am,14.7,14.6,92,S,6 3,11 6,1015.2,0.0,2024-03-18
2:30 am,14.6,13.8,89,S,9 5,11 6,1015.5,0.0,2024-03-18
2:00 am,15.2,14.1,87,SSE,11 6,13 7,1015.7,0.0,2024-03-18
1:30 am,15.5,15.2,87,SE,7 4,7 4,1016.0,0.0,2024-03-18
1:00 am,15.2,14.6,89,SE,9 5,11 6,1016.1,0.0,2024-03-18
12:30 am,14.8,14.5,87,SSE,6 3,7 4,1016.2,0.0,2024-03-18
12:02 am,14.9,15.7,85,CALM,0 0,0 0,1016.3,0.0,2024-03-18
12:00 am,14.9,15.7,85,CALM,0 0,0 0,1016.3,0.0,2024-03-18
11:37 pm,14.8,14.1,84,S,7 4,9 5,1016.4,0.0,2024-03-17
11:35 pm,14.8,14.1,84,SSE,7 4,9 5,1016.4,0.0,2024-03-17
11:30 pm,14.9,14.3,84,SSE,7 4,9 5,1016.4,0.0,2024-03-17
11:00 pm,15.2,14.7,84,SSE,7 4,9 5,1016.5,0.0,2024-03-17
10:53 pm,15.1,14.6,85,SE,7 4,9 5,1016.5,0.0,2024-03-17
10:30 pm,14.5,13.4,85,ESE,9 5,11 6,1016.5,0.0,2024-03-17
10:00 pm,15.0,13.9,81,ENE,9 5,13 7,1016.4,0.0,2024-03-17
9:30 pm,15.4,13.0,77,ESE,15 8,20 11,1016.1,0.0,2024-03-17
9:00 pm,16.0,13.3,75,ESE,17 9,24 13,1015.9,0.0,2024-03-17
8:44 pm,16.4,14.6,76,ESE,13 7,19 10,1016.1,0.0,2024-03-17
8:30 pm,16.5,14.0,76,ESE,17 9,24 13,1016.0,0.0,2024-03-17
8:23 pm,16.6,15.3,76,ESE,11 6,22 12,1015.9,0.0,2024-03-17
8:00 pm,16.3,14.6,77,ESE,13 7,17 9,1015.6,0.0,2024-03-17
7:30 pm,16.3,14.5,76,ESE,13 7,19 10,1015.3,0.0,2024-03-17
7:00 pm,16.8,14.2,74,ESE,17 9,26 14,1015.0,0.0,2024-03-17
6:30 pm,17.1,14.2,73,E,19 10,30 16,1014.8,0.0,2024-03-17
6:00 pm,17.2,13.1,69,E,24 13,35 19,1014.5,0.0,2024-03-17
5:30 pm,17.5,12.0,72,E,33 18,43 23,1014.3,0.0,2024-03-17
5:00 pm,19.0,15.0,68,E,26 14,35 19,1014.0,0.0,2024-03-17
4:30 pm,20.3,18.0,63,E,17 9,22 12,1013.7,0.0,2024-03-17
4:00 pm,19.8,16.7,66,ENE,22 12,28 15,1013.8,0.0,2024-03-17
3:30 pm,19.8,16.9,65,E,20 11,26 14,1014.1,0.0,2024-03-17
3:00 pm,20.0,17.8,65,E,17 9,24 13,1014.2,0.0,2024-03-17
2:30 pm,19.6,16.6,64,ENE,20 11,26 14,1014.4,0.0,2024-03-17
2:00 pm,20.2,17.2,62,E,20 11,28 15,1014.7,0.0,2024-03-17
1:47 pm,20.3,18.0,68,E,19 10,26 14,1014.8,0.0,2024-03-17
1:30 pm,18.8,16.3,72,E,19 10,28 15,1015.1,0.0,2024-03-17
1:27 pm,18.6,15.9,70,ESE,19 10,28 15,1015.2,0.0,2024-03-17
1:00 pm,19.3,17.1,68,ESE,17 9,24 13,1015.6,0.0,2024-03-17
12:32 pm,18.5,17.2,73,ENE,13 7,17 9,1016.1,0.0,2024-03-17
12:30 pm,18.3,16.8,72,E,13 7,17 9,1016.1,0.0,2024-03-17
12:18 pm,18.2,17.9,73,ESE,7 4,15 8,1016.3,0.0,2024-03-17
12:00 pm,17.5,17.4,80,SE,7 4,11 6,1016.5,0.0,2024-03-17
11:30 am,16.7,14.9,80,E,15 8,20 11,1016.7,0.0,2024-03-17
