Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 pm,19.2,14.9,53,NNW,22 12,28 15,1025.3,0.0,2023-09-28
5:30 pm,20.6,15.6,49,NNW,26 14,32 17,1025.2,0.0,2023-09-28
5:00 pm,21.6,16.7,47,NNW,26 14,33 18,1025.2,0.0,2023-09-28
4:30 pm,22.4,17.5,45,NNW,26 14,33 18,1024.9,0.0,2023-09-28
4:00 pm,22.7,18.7,46,N,22 12,32 17,1025.1,0.0,2023-09-28
3:30 pm,22.9,19.5,48,N,20 11,32 17,1025.3,0.0,2023-09-28
3:00 pm,22.6,18.7,47,NNW,22 12,32 17,1025.6,0.0,2023-09-28
2:30 pm,22.8,19.4,46,NNW,19 10,28 15,1025.7,0.0,2023-09-28
2:00 pm,22.5,19.1,42,NW,17 9,26 14,1026.0,0.0,2023-09-28
1:30 pm,22.6,20.1,40,WNW,11 6,19 10,1026.4,0.0,2023-09-28
1:00 pm,21.9,18.7,42,N,15 8,19 10,1026.9,0.0,2023-09-28
12:30 pm,21.3,18.6,41,NNW,11 6,17 9,1027.3,0.0,2023-09-28
12:00 pm,20.5,17.8,48,N,13 7,19 10,1027.9,0.0,2023-09-28
11:30 am,19.3,17.6,54,NNE,9 5,22 12,1028.4,0.0,2023-09-28
11:00 am,18.0,15.8,57,NNE,11 6,15 8,1028.8,0.0,2023-09-28
10:30 am,17.5,15.5,56,NW,9 5,13 7,1029.1,0.0,2023-09-28
10:05 am,16.5,14.6,61,N,9 5,19 10,1029.4,0.0,2023-09-28
10:00 am,16.9,14.9,64,N,11 6,19 10,1029.3,0.0,2023-09-28
9:30 am,16.4,15.8,68,E,4 2,11 6,1029.8,0.0,2023-09-28
9:00 am,14.4,12.5,71,ENE,9 5,13 7,1030.0,0.0,2023-09-28
8:30 am,14.0,13.1,73,E,4 2,7 4,1029.8,0.0,2023-09-28
8:00 am,13.4,12.4,82,ENE,6 3,7 4,1029.3,0.0,2023-09-28
7:30 am,12.8,11.3,86,E,9 5,11 6,1029.1,0.0,2023-09-28
7:00 am,12.5,12.8,90,CALM,0 0,0 0,1028.6,0.0,2023-09-28
6:30 am,11.9,12.2,94,CALM,0 0,7 4,1028.2,0.0,2023-09-28
6:00 am,11.5,11.2,99,E,4 2,7 4,1027.7,0.0,2023-09-28
5:30 am,11.1,9.7,99,SE,9 5,11 6,1027.4,0.0,2023-09-28
5:00 am,11.0,9.2,99,S,11 6,13 7,1027.2,0.0,2023-09-28
4:30 am,10.1,8.8,99,ESE,7 4,7 4,1026.3,0.0,2023-09-28
4:00 am,11.0,11.3,99,CALM,0 0,0 0,1026.3,0.0,2023-09-28
3:30 am,11.6,11.3,98,ENE,4 2,7 4,1026.1,0.0,2023-09-28
3:00 am,11.7,10.5,99,ENE,9 5,9 5,1026.3,0.0,2023-09-28
2:30 am,11.2,10.4,99,ENE,6 3,9 5,1026.2,0.0,2023-09-28
2:00 am,10.7,9.2,99,SE,9 5,11 6,1026.2,0.0,2023-09-28
1:31 am,8.8,7.2,99,SSW,7 4,9 5,1026.4,0.0,2023-09-28
1:30 am,8.7,7.2,99,S,6 3,9 5,1026.4,0.0,2023-09-28
1:00 am,9.6,8.0,94,ENE,7 4,7 4,1026.2,0.0,2023-09-28
12:30 am,12.3,10.9,91,ENE,9 5,9 5,1026.2,0.0,2023-09-28
12:00 am,12.4,11.5,93,ENE,7 4,9 5,1026.2,0.0,2023-09-28
11:50 pm,12.3,11.5,93,ENE,6 3,7 4,1026.2,0.0,2023-09-27
11:30 pm,12.7,11.8,91,ENE,7 4,7 4,1026.1,0.0,2023-09-27
11:00 pm,12.4,12.5,94,ENE,2 1,6 3,1026.0,0.0,2023-09-27
10:30 pm,11.6,10.9,99,ENE,6 3,9 5,1025.8,0.0,2023-09-27
10:09 pm,9.8,9.3,88,CALM,0 0,0 0,1025.8,0.0,2023-09-27
10:00 pm,11.0,10.1,88,ENE,4 2,9 5,1025.6,0.0,2023-09-27
9:39 pm,12.4,11.3,89,ENE,7 4,9 5,1025.4,0.0,2023-09-27
9:30 pm,12.6,11.5,89,ENE,7 4,9 5,1025.3,0.0,2023-09-27
9:00 pm,12.2,9.9,89,ESE,13 7,15 8,1025.1,0.0,2023-09-27
8:59 pm,12.0,9.6,89,ESE,13 7,15 8,1025.1,0.0,2023-09-27
8:30 pm,12.8,10.8,85,ESE,11 6,15 8,1024.3,0.0,2023-09-27
8:00 pm,13.2,11.7,85,SSW,9 5,11 6,1024.0,0.0,2023-09-27
7:30 pm,14.2,10.5,83,E,22 12,28 15,1023.2,0.0,2023-09-27
7:00 pm,15.1,11.0,78,ENE,24 13,32 17,1022.6,0.0,2023-09-27
6:30 pm,16.8,13.7,60,E,15 8,19 10,1021.7,0.0,2023-09-27
6:00 pm,18.8,15.8,48,NNW,13 7,17 9,1021.0,0.0,2023-09-27
5:30 pm,19.2,15.9,49,NW,15 8,20 11,1020.6,0.0,2023-09-27
5:00 pm,19.9,16.3,47,NW,17 9,20 11,1020.1,0.0,2023-09-27
4:30 pm,20.9,16.8,43,WNW,19 10,24 13,1019.9,0.0,2023-09-27
4:00 pm,21.0,17.3,43,WNW,17 9,24 13,1019.6,0.0,2023-09-27
3:30 pm,20.5,16.4,44,WNW,19 10,26 14,1019.5,0.0,2023-09-27
3:00 pm,19.8,16.5,51,NW,17 9,20 11,1019.2,0.0,2023-09-27
2:30 pm,19.7,15.8,52,NNW,20 11,32 17,1019.2,0.0,2023-09-27
2:00 pm,19.4,14.5,55,NNW,26 14,32 17,1019.5,0.0,2023-09-27
