Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,8.6,2.5,68,NNE,24 13,37 20,1012.6,0.0,2023-09-18
5:30 am,8.5,2.3,65,NNE,24 13,39 21,1012.3,0.0,2023-09-18
5:03 am,9.3,2.3,61,NNW,28 15,46 25,1012.0,0.0,2023-09-18
5:00 am,9.1,2.5,62,NNW,26 14,37 20,1012.0,0.0,2023-09-18
4:30 am,9.2,3.7,61,NNW,20 11,33 18,1012.4,0.0,2023-09-18
4:00 am,9.2,3.3,59,NW,22 12,30 16,1012.5,0.0,2023-09-18
3:30 am,9.0,2.4,61,NW,26 14,39 21,1012.4,0.0,2023-09-18
3:00 am,8.8,3.4,63,NW,20 11,33 18,1012.6,0.0,2023-09-18
2:30 am,8.4,3.5,63,N,17 9,24 13,1012.7,0.0,2023-09-18
2:00 am,8.7,3.8,63,NW,17 9,26 14,1013.0,0.0,2023-09-18
1:30 am,8.9,4.0,61,NNW,17 9,24 13,1013.2,0.0,2023-09-18
1:00 am,8.7,4.5,62,NW,13 7,24 13,1013.6,0.0,2023-09-18
12:30 am,9.3,2.6,59,NNW,26 14,39 21,1013.4,0.0,2023-09-18
12:00 am,9.2,3.6,58,NNW,20 11,28 15,1013.1,0.0,2023-09-18
11:30 pm,9.5,3.2,57,NNW,24 13,37 20,1013.4,0.0,2023-09-17
11:00 pm,9.8,3.1,55,NNW,26 14,35 19,1013.4,0.0,2023-09-17
10:30 pm,10.0,4.0,54,NW,22 12,35 19,1013.3,0.0,2023-09-17
10:00 pm,9.9,4.5,54,NNW,19 10,28 15,1013.7,0.0,2023-09-17
9:30 pm,10.0,5.8,56,N,13 7,19 10,1014.3,0.0,2023-09-17
9:00 pm,10.4,5.8,55,N,15 8,33 18,1014.8,0.0,2023-09-17
8:30 pm,10.7,5.8,56,N,17 9,26 14,1014.7,0.0,2023-09-17
8:00 pm,10.7,7.0,56,N,11 6,17 9,1014.7,0.0,2023-09-17
7:30 pm,11.3,5.0,52,NNW,24 13,37 20,1014.2,0.0,2023-09-17
7:05 pm,11.5,4.5,51,NW,28 15,50 27,1014.1,0.0,2023-09-17
7:00 pm,11.3,5.0,52,NW,24 13,44 24,1014.1,0.0,2023-09-17
6:30 pm,11.5,5.9,49,NW,20 11,28 15,1013.9,0.0,2023-09-17
