Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,13.2,9.0,71,WNW,20 11,39 21,1015.0,0.0,2023-09-29
5:30 am,13.2,7.3,69,NW,28 15,41 22,1014.6,0.0,2023-09-29
5:07 am,13.2,6.9,68,NW,30 16,48 26,1014.0,0.0,2023-09-29
5:00 am,13.2,6.5,68,NW,32 17,48 26,1013.5,0.0,2023-09-29
4:30 am,14.2,6.8,60,WNW,35 19,57 31,1013.3,0.0,2023-09-29
4:00 am,14.8,7.2,54,WNW,35 19,56 30,1013.2,0.0,2023-09-29
3:52 am,14.7,8.4,54,WNW,28 15,48 26,1013.4,0.0,2023-09-29
3:30 am,14.3,7.7,57,NW,30 16,46 25,1013.5,0.0,2023-09-29
3:00 am,14.1,7.1,58,NW,32 17,52 28,1013.6,0.0,2023-09-29
2:37 am,14.0,6.7,57,NW,33 18,52 28,1013.4,0.0,2023-09-29
2:30 am,14.0,6.7,57,NW,33 18,46 25,1013.4,0.0,2023-09-29
2:00 am,14.0,6.6,54,NW,33 18,54 29,1013.9,0.0,2023-09-29
1:50 am,14.1,6.3,54,NW,35 19,54 29,1013.9,0.0,2023-09-29
1:30 am,14.2,6.4,53,NW,35 19,52 28,1013.2,0.0,2023-09-29
1:00 am,14.2,4.2,51,NW,46 25,70 38,1014.0,0.0,2023-09-29
12:30 am,14.5,4.0,49,WNW,48 26,67 36,1013.3,0.0,2023-09-29
12:00 am,14.1,3.6,49,WNW,48 26,74 40,1013.4,0.0,2023-09-29
11:30 pm,14.6,4.8,43,WNW,43 23,69 37,1013.5,0.0,2023-09-28
11:00 pm,15.1,3.9,40,WNW,50 27,76 41,1013.7,0.0,2023-09-28
10:30 pm,15.6,4.1,35,WNW,50 27,72 39,1013.5,0.0,2023-09-28
10:00 pm,18.6,7.1,23,W,48 26,93 50,1013.5,0.0,2023-09-28
9:47 pm,18.8,8.5,26,W,43 23,85 46,1013.9,0.0,2023-09-28
9:30 pm,19.0,10.8,26,W,32 17,63 34,1013.6,0.0,2023-09-28
9:16 pm,18.1,9.9,27,W,32 17,70 38,1014.2,0.0,2023-09-28
9:12 pm,17.7,10.6,27,W,26 14,48 26,1014.3,0.0,2023-09-28
9:00 pm,17.1,11.1,28,W,20 11,43 23,1014.8,0.0,2023-09-28
8:30 pm,14.6,9.7,43,WNW,17 9,28 15,1015.1,0.0,2023-09-28
8:02 pm,16.9,11.5,29,S,17 9,50 27,1015.4,0.0,2023-09-28
8:00 pm,16.1,12.2,36,S,11 6,22 12,1015.6,0.0,2023-09-28
7:30 pm,14.8,11.2,44,WNW,11 6,20 11,1015.3,0.0,2023-09-28
7:02 pm,14.5,7.9,50,NW,28 15,46 25,1015.2,0.0,2023-09-28
7:00 pm,14.6,8.4,50,NW,26 14,46 25,1015.2,0.0,2023-09-28
