Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,23.6,27.1,90,SSW,6 3,11 6,1016.6,1.2,2024-02-09
11:00 pm,23.9,27.2,86,S,6 3,11 6,1016.7,1.2,2024-02-09
10:30 pm,24.2,27.3,83,SSW,6 3,13 7,1016.9,1.2,2024-02-09
10:00 pm,24.5,27.3,80,SE,7 4,17 9,1017.1,1.2,2024-02-09
9:30 pm,24.1,27.3,84,SSE,6 3,11 6,1017.3,1.2,2024-02-09
9:00 pm,24.2,27.8,84,SSE,4 2,11 6,1017.4,1.2,2024-02-09
8:30 pm,23.8,27.1,89,E,7 4,17 9,1017.3,1.2,2024-02-09
8:00 pm,24.6,27.5,84,E,9 5,17 9,1017.1,1.2,2024-02-09
7:30 pm,25.6,28.4,75,ESE,7 4,13 7,1016.7,1.2,2024-02-09
7:00 pm,26.0,29.3,73,SE,4 2,9 5,1016.3,1.2,2024-02-09
6:30 pm,26.3,29.5,71,SSE,4 2,9 5,1016.0,1.2,2024-02-09
6:00 pm,26.4,29.7,71,SSE,4 2,9 5,1015.6,1.2,2024-02-09
5:30 pm,26.7,30.1,71,S,4 2,7 4,1015.5,1.2,2024-02-09
5:00 pm,27.0,29.8,69,SE,7 4,15 8,1015.5,1.2,2024-02-09
4:30 pm,26.7,29.2,71,SE,9 5,17 9,1015.4,1.2,2024-02-09
4:00 pm,25.7,28.6,76,SSE,7 4,17 9,1015.5,1.2,2024-02-09
3:30 pm,26.2,29.0,76,S,9 5,19 10,1015.7,1.2,2024-02-09
3:00 pm,26.3,28.7,71,SE,9 5,17 9,1015.6,1.2,2024-02-09
2:30 pm,27.6,30.8,70,S,7 4,13 7,1015.8,1.2,2024-02-09
2:00 pm,27.2,30.5,71,ESE,6 3,11 6,1016.2,1.2,2024-02-09
1:30 pm,27.6,30.7,69,S,7 4,17 9,1016.5,1.2,2024-02-09
1:00 pm,27.2,30.5,73,S,7 4,19 10,1016.8,1.2,2024-02-09
12:30 pm,26.4,29.7,76,SSE,7 4,15 8,1017.1,1.2,2024-02-09
12:00 pm,24.6,27.5,84,S,9 5,15 8,1017.4,1.2,2024-02-09
11:30 am,24.3,28.3,91,S,6 3,11 6,1017.6,1.2,2024-02-09
11:00 am,23.9,27.8,92,SSW,6 3,13 7,1018.1,0.6,2024-02-09
10:30 am,25.3,27.9,75,S,7 4,17 9,1018.1,0.0,2024-02-09
10:00 am,25.8,28.6,74,S,7 4,15 8,1017.9,0.0,2024-02-09
9:30 am,25.3,28.2,77,SSW,7 4,15 8,1017.9,0.0,2024-02-09
9:00 am,23.8,26.0,82,SW,9 5,17 9,1018.1,3.4,2024-02-09
8:30 am,23.2,26.1,86,SSW,6 3,19 10,1018.2,3.4,2024-02-09
8:00 am,22.1,25.1,93,SSW,6 3,13 7,1018.2,3.4,2024-02-09
7:30 am,21.6,24.5,94,SW,6 3,13 7,1018.0,3.4,2024-02-09
7:00 am,21.5,24.5,96,SW,6 3,11 6,1017.7,3.0,2024-02-09
6:30 am,21.4,24.3,96,SSW,6 3,11 6,1017.7,2.6,2024-02-09
