Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.7,10.9,73,SW,7 4,19 10,1013.6,0.0,2025-09-27
11:00 pm,12.6,11.3,80,S,6 3,13 7,1013.8,0.0,2025-09-27
10:30 pm,12.7,11.5,82,S,6 3,11 6,1013.7,0.0,2025-09-27
10:00 pm,14.3,11.8,60,WSW,9 5,17 9,1013.5,0.0,2025-09-27
9:30 pm,14.3,12.4,60,W,6 3,13 7,1013.3,0.0,2025-09-27
9:00 pm,14.3,11.8,59,WSW,9 5,17 9,1013.0,0.0,2025-09-27
8:30 pm,14.3,12.3,61,WSW,7 4,17 9,1012.9,0.0,2025-09-27
8:00 pm,14.2,12.0,66,SSW,9 5,15 8,1012.5,0.0,2025-09-27
7:30 pm,16.8,13.2,40,SW,11 6,22 12,1011.9,0.0,2025-09-27
7:00 pm,17.0,13.8,39,NW,9 5,13 7,1011.5,0.0,2025-09-27
6:30 pm,16.9,13.5,37,WNW,9 5,19 10,1011.0,0.0,2025-09-27
