Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 pm,25.7,27.0,67,ENE,11 6,22 12,1016.5,0.0,2023-12-05
5:30 pm,26.1,27.4,65,ENE,11 6,20 11,1016.3,0.0,2023-12-05
5:00 pm,26.6,28.2,64,ENE,9 5,19 10,1015.9,0.0,2023-12-05
4:30 pm,27.1,28.3,65,ENE,13 7,20 11,1015.6,0.0,2023-12-05
4:00 pm,27.9,29.2,63,NE,13 7,20 11,1015.4,0.0,2023-12-05
3:30 pm,28.1,29.0,61,ENE,15 8,24 13,1015.2,0.0,2023-12-05
3:00 pm,28.6,29.9,60,ENE,13 7,22 12,1015.4,0.0,2023-12-05
2:30 pm,28.9,30.3,60,ENE,13 7,22 12,1015.4,0.0,2023-12-05
2:00 pm,28.6,30.3,63,ENE,13 7,19 10,1015.6,0.0,2023-12-05
1:30 pm,28.8,29.5,58,ENE,15 8,26 14,1015.8,0.0,2023-12-05
1:00 pm,29.5,30.7,56,ENE,13 7,19 10,1016.0,0.0,2023-12-05
12:30 pm,29.8,32.0,57,ENE,9 5,20 11,1016.3,0.0,2023-12-05
12:00 pm,30.2,32.9,56,NNE,7 4,13 7,1016.7,0.0,2023-12-05
11:30 am,29.0,30.4,53,NE,9 5,17 9,1017.1,0.0,2023-12-05
11:00 am,29.8,32.0,53,ENE,6 3,11 6,1017.4,0.0,2023-12-05
10:30 am,29.1,30.8,52,ENE,7 4,13 7,1017.9,0.0,2023-12-05
10:00 am,28.7,30.9,56,ENE,6 3,11 6,1018.3,0.0,2023-12-05
9:30 am,27.9,30.3,58,NE,4 2,9 5,1018.5,0.0,2023-12-05
9:00 am,26.9,29.1,63,NE,6 3,9 5,1018.5,0.0,2023-12-05
8:30 am,26.6,28.8,64,NE,6 3,11 6,1018.6,0.0,2023-12-05
8:00 am,27.6,31.1,65,ENE,2 1,9 5,1018.5,0.0,2023-12-05
7:30 am,26.5,29.1,68,E,6 3,9 5,1018.5,0.0,2023-12-05
7:00 am,26.1,28.9,71,SSE,6 3,9 5,1018.6,0.0,2023-12-05
6:30 am,25.0,27.4,72,SSE,6 3,11 6,1018.4,0.0,2023-12-05
6:00 am,23.8,25.7,74,SE,7 4,9 5,1018.2,0.0,2023-12-05
5:30 am,23.0,25.0,77,SSE,6 3,7 4,1018.0,0.0,2023-12-05
5:00 am,22.2,24.7,82,SSE,4 2,7 4,1017.7,0.0,2023-12-05
4:30 am,22.4,24.8,84,SSE,6 3,9 5,1017.3,0.0,2023-12-05
4:00 am,22.5,24.9,84,SE,6 3,9 5,1017.2,0.0,2023-12-05
3:30 am,22.6,25.4,83,SE,4 2,9 5,1016.9,0.0,2023-12-05
3:00 am,22.8,25.9,82,ESE,2 1,6 3,1016.7,0.0,2023-12-05
2:30 am,23.2,25.7,81,ESE,6 3,11 6,1016.6,0.0,2023-12-05
2:00 am,23.4,25.9,82,S,7 4,13 7,1016.8,0.0,2023-12-05
1:30 am,23.5,26.3,83,SSE,6 3,11 6,1016.8,0.0,2023-12-05
1:00 am,23.9,26.8,82,SE,6 3,9 5,1016.9,0.0,2023-12-05
12:30 am,24.1,26.8,79,ESE,6 3,9 5,1017.0,0.0,2023-12-05
12:00 am,24.3,27.5,79,E,4 2,6 3,1017.2,0.0,2023-12-05
