Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,8.6,6.2,64,NNW,4 2,9 5,1020.7,0.0,2025-10-14
11:15 pm,7.4,5.6,65,CALM,0 0,7 4,1020.7,0.0,2025-10-14
11:00 pm,12.4,9.5,51,NNE,7 4,9 5,1020.7,0.0,2025-10-14
10:30 pm,10.2,6.9,58,NNW,9 5,13 7,1020.7,0.0,2025-10-14
10:00 pm,11.6,7.2,54,N,15 8,17 9,1020.4,0.0,2025-10-14
9:30 pm,12.2,9.2,49,NNW,7 4,11 6,1020.1,0.0,2025-10-14
9:00 pm,14.6,10.8,41,WNW,11 6,15 8,1019.7,0.0,2025-10-14
8:30 pm,16.5,11.2,37,WNW,19 10,26 14,1019.1,0.0,2025-10-14
8:00 pm,16.8,10.8,35,WNW,22 12,33 18,1018.6,0.0,2025-10-14
7:30 pm,16.9,11.5,35,WNW,19 10,28 15,1018.3,0.0,2025-10-14
